0.000000000000000000e+00,0.000000000000000000e+00
7.147053993179096690e-03,2.103815186944762900e+04
6.667172748440237592e-03,1.962556781512947418e+04
6.401235351197823338e-03,1.884275137687518873e+04
6.218822202984023405e-03,1.830579789663444899e+04
6.080787431191793033e-03,1.789947712516679894e+04
5.970181569176579751e-03,1.757389641387680604e+04
5.878155724783203431e-03,1.730300806014256523e+04
5.799519317628554910e-03,1.707153301073534749e+04
5.730973275576062287e-03,1.686976007826188652e+04
5.670293572233923302e-03,1.669114259257851518e+04
5.615911662418523152e-03,1.653106336570561689e+04
5.566681007908939535e-03,1.638614743430319504e+04
5.521738827142501187e-03,1.625385510445500222e+04
5.480420037531238270e-03,1.613222863126295488e+04
5.442201439102234417e-03,1.601972791715695166e+04
5.406664244092241473e-03,1.591512021357056074e+04
5.373468174758653897e-03,1.581740387495394498e+04
5.342333100405273830e-03,1.572575430530775338e+04
5.313025730035218774e-03,1.563948478652032099e+04
5.285349780718474194e-03,1.555801753785919755e+04
5.259138588535518070e-03,1.548086196545823441e+04
5.234249469851643549e-03,1.540759806409862904e+04
5.210559358924888099e-03,1.533786357602049065e+04
5.187961390926486976e-03,1.527134393266184452e+04
5.166362195259985995e-03,1.520776428724102698e+04
5.145679729464613071e-03,1.514688313860929884e+04
5.125841529413528545e-03,1.508848718051390460e+04
5.106783283574261451e-03,1.503238710477438690e+04
5.088447662053092319e-03,1.497841415444391350e+04
5.070783347800925794e-03,1.492641727205553434e+04
5.053744229596470079e-03,1.487626072407801621e+04
5.037288725514437598e-03,1.482782210946890336e+04
5.021379212416863039e-03,1.478099068031849129e+04
5.005981542183766259e-03,1.473566591782072283e+04
4.991064629364352218e-03,1.469175631847844488e+04
4.976600097990713928e-03,1.464917835446006575e+04
4.962561977677534299e-03,1.460785557903509653e+04
4.948926440999724778e-03,1.456771785351588915e+04
4.935671575615290657e-03,1.452870067647581891e+04
4.922777185773439743e-03,1.449074459946624120e+04
4.910224618787064482e-03,1.445379471621884841e+04
4.897996612803979383e-03,1.441780021454330745e+04
4.886077162823423102e-03,1.438271398193186542e+04
4.874451402401830738e-03,1.434849225734706488e+04
4.863105498899694505e-03,1.431509432286918855e+04
4.852026560455918389e-03,1.428248222986487417e+04
4.841202553152877848e-03,1.425062055515320935e+04
4.830622227064909971e-03,1.421947618332120874e+04
4.820275050073975082e-03,1.418901811190281842e+04
4.810151148496411705e-03,1.415921727660712895e+04
4.800241253698878975e-03,1.413004639417645012e+04
4.790536653994760877e-03,1.410147982078799032e+04
4.781029151208173594e-03,1.407349342419516870e+04
4.771711021373876288e-03,1.404606446804340703e+04
4.762574979110674803e-03,1.401917150699926970e+04
4.753614145264928315e-03,1.399279429150549913e+04
4.744822017471369072e-03,1.396691368112351120e+04
4.736192443322323475e-03,1.394151156555399939e+04
4.727719595873252668e-03,1.391657079253474876e+04
4.719397951245596357e-03,1.389207510191211077e+04
4.711222268115526461e-03,1.386800906526385552e+04
4.703187568901807773e-03,1.384435803052354640e+04
4.695289122487022321e-03,1.382110807111852228e+04
4.687522428324996521e-03,1.379824593918833125e+04
4.679883201803581791e-03,1.377575902249845967e+04
4.672367360745815351e-03,1.375363530470497062e+04
4.664971012945243363e-03,1.373186332866334669e+04
4.657690444642032315e-03,1.371043216250662954e+04
4.650522109856084114e-03,1.368933136824626126e+04
4.643462620502140231e-03,1.366855097267477686e+04
4.636508737219138289e-03,1.364808144037100101e+04
4.629657360853080619e-03,1.362791364862891714e+04
4.622905524538305222e-03,1.360803886414800218e+04
4.616250386327735121e-03,1.358844872133954414e+04
4.609689222327038871e-03,1.356913520211627656e+04
4.603219420292101877e-03,1.355009061704581472e+04
4.596838473652929170e-03,1.353130758775936192e+04
4.590543975930345966e-03,1.351277903051661815e+04
