t,aerospike,bell
8.75,3146.840373,3012.772258
8.76,3154.05685,3019.684072
8.77,3161.281645,3026.603837
8.78,3168.514757,3033.531555
8.79,3175.749599,3040.460911
8.8,3182.979587,3047.385595
8.81,3190.204725,3054.305612
8.82,3197.425022,3061.22097
8.83,3204.640483,3068.131674
8.84,3211.851115,3075.03773
8.85,3219.056926,3081.939146
8.86,3226.25792,3088.835926
8.87,3233.454105,3095.728077
8.88,3240.645488,3102.615605
8.89,3247.832074,3109.498517
8.9,3255.013871,3116.376818
8.91,3262.190884,3123.250515
8.92,3269.363121,3130.119613
8.93,3276.530587,3136.984119
8.94,3283.69329,3143.844039
8.95,3290.851234,3150.699379
8.96,3298.004428,3157.550145
8.97,3305.152877,3164.396343
8.98,3312.296588,3171.237979
8.99,3319.435566,3178.075059
9,3326.56982,3184.907588
9.01,3333.699353,3191.735574
9.02,3340.824174,3198.559022
9.03,3347.944288,3205.377938
9.04,3355.059701,3212.192327
9.05,3362.170421,3219.002197
9.06,3369.276452,3225.807552
9.07,3376.377802,3232.608399
9.08,3383.474477,3239.404743
9.09,3390.566482,3246.19659
9.1,3397.653825,3252.983947
9.11,3404.736511,3259.766819
9.12,3411.814546,3266.545212
9.13,3418.887937,3273.319132
9.14,3425.956689,3280.088584
9.15,3433.020809,3286.853575
9.16,3440.080304,3293.614109
9.17,3447.135178,3300.370194
9.18,3454.185439,3307.121835
9.19,3461.231092,3313.869037
9.2,3468.272144,3320.611806
9.21,3475.3086,3327.350148
9.22,3482.340466,3334.084069
9.23,3489.367749,3340.813575
9.24,3496.390455,3347.53867
9.25,3503.408589,3354.259362
9.26,3510.422157,3360.975654
9.27,3517.431167,3367.687554
9.28,3524.435623,3374.395067
9.29,3531.435531,3381.098198
9.3,3538.430898,3387.796953
9.31,3545.421729,3394.491338
9.32,3552.408031,3401.181358
9.33,3559.389809,3407.867019
9.34,3566.367069,3414.548326
9.35,3573.339817,3421.225286
9.36,3580.308059,3427.897902
9.37,3587.2718,3434.566182
9.38,3594.231048,3441.230131
9.39,3601.185806,3447.889753
9.4,3608.136082,3454.545056
9.41,3615.081881,3461.196043
9.42,3622.023209,3467.842721
9.43,3628.960072,3474.485095
9.44,3635.892475,3481.12317
9.45,3642.820424,3487.756953
9.46,3649.743925,3494.386448
9.47,3656.662984,3501.011661
9.48,3663.577606,3507.632597
9.49,3670.487797,3514.249262
9.5,3677.393563,3520.86166
9.51,3684.29491,3527.469799
9.52,3691.191843,3534.073682
9.53,3698.084367,3540.673315
9.54,3704.97249,3547.268704
9.55,3711.856215,3553.859854
9.56,3718.735549,3560.44677
9.57,3725.610498,3567.029457
9.58,3732.481066,3573.607922
9.59,3739.347261,3580.182168
9.6,3746.209086,3586.752202
9.61,3753.066548,3593.318028
9.62,3759.919653,3599.879653
9.63,3766.768405,3606.43708
9.64,3773.612811,3612.990316
9.65,3780.452875,3619.539366
9.66,3787.288604,3626.084234
9.67,3794.120003,3632.624926
9.68,3800.947078,3639.161448
9.69,3807.769833,3645.693804
9.7,3814.588275,3652.222
9.71,3821.402409,3658.74604
9.72,3828.212239,3665.265931
9.73,3835.017773,3671.781676
9.74,3841.819015,3678.293282
9.75,3848.61597,3684.800753
9.76,3855.408644,3691.304094
9.77,3862.197043,3697.803311
9.78,3868.981171,3704.298409
9.79,3875.761034,3710.789392
9.8,3882.536638,3717.276266
9.81,3889.307988,3723.759036
9.82,3896.075088,3730.237707
9.83,3902.837946,3736.712283
9.84,3909.596565,3743.182771
9.85,3916.35095,3749.649175
9.86,3923.101109,3756.111499
9.87,3929.847045,3762.569749
9.88,3936.588763,3769.023931
9.89,3943.32627,3775.474048
9.9,3950.059571,3781.920106
9.91,3956.78867,3788.36211
9.92,3963.513572,3794.800065
9.93,3970.234284,3801.233975
9.94,3976.95081,3807.663846
9.95,3983.663156,3814.089682
9.96,3990.371326,3820.511489
9.97,3997.075326,3826.929272
9.98,4003.775161,3833.343034
9.99,4010.470836,3839.752782
10,4017.162356,3846.158519
10.01,4023.849726,3852.560252
10.02,4030.532952,3858.957984
10.03,4037.212039,3865.35172
10.04,4043.886991,3871.741466
10.05,4050.557815,3878.127226
10.06,4057.224514,3884.509005
10.07,4063.887094,3890.886808
10.08,4070.545559,3897.260639
10.09,4077.199916,3903.630504
10.1,4083.850169,3909.996406
10.11,4090.496323,3916.358352
10.12,4097.138384,3922.716345
10.13,4103.776355,3929.07039
10.14,4110.410242,3935.420492
10.15,4117.040051,3941.766657
10.16,4123.665785,3948.108887
10.17,4130.287451,3954.447189
10.18,4136.905052,3960.781566
10.19,4143.518594,3967.112024
10.2,4150.128082,3973.438568
10.21,4156.733521,3979.761201
10.22,4163.334916,3986.079929
10.23,4169.932271,3992.394755
10.24,4176.525591,3998.705686
10.25,4183.114882,4005.012725
10.26,4189.700148,4011.315877
10.27,4196.281395,4017.615147
10.28,4202.858626,4023.910539
10.29,4209.431846,4030.202058
10.3,4216.001062,4036.489708
10.31,4222.566277,4042.773494
10.32,4229.127496,4049.053421
10.33,4235.684724,4055.329492
10.34,4242.237966,4061.601714
10.35,4248.787227,4067.870089
10.36,4255.332511,4074.134623
10.37,4261.873823,4080.395321
10.38,4268.411169,4086.652186
10.39,4274.944551,4092.905223
10.4,4281.473977,4099.154437
10.41,4287.999449,4105.399833
10.42,4294.520973,4111.641413
10.43,4301.038554,4117.879184
10.44,4307.552196,4124.11315
10.45,4314.061904,4130.343314
10.46,4320.567683,4136.569682
10.47,4327.069537,4142.792257
10.48,4333.567471,4149.011045
10.49,4340.061489,4155.22605
10.5,4346.551597,4161.437275
10.51,4353.037799,4167.644726
10.52,4359.520099,4173.848407
10.53,4365.998502,4180.048322
10.54,4372.473013,4186.244476
10.55,4378.943636,4192.436873
10.56,4385.410376,4198.625516
10.57,4391.873238,4204.810412
10.58,4398.332226,4210.991563
10.59,4404.787344,4217.168975
10.6,4411.238597,4223.342651
10.61,4417.685991,4229.512596
10.62,4424.129528,4235.678815
10.63,4430.569214,4241.84131
10.64,4437.005054,4248.000088
10.65,4443.437051,4254.155151
10.66,4449.865211,4260.306504
10.67,4456.289537,4266.454152
10.68,4462.710034,4272.598098
10.69,4469.126708,4278.738347
10.7,4475.539561,4284.874902
10.71,4481.948599,4291.007769
10.72,4488.353826,4297.136951
10.73,4494.755247,4303.262453
10.74,4501.152866,4309.384278
10.75,4507.546686,4315.50243
10.76,4513.936714,4321.616915
10.77,4520.322953,4327.727735
10.78,4526.705407,4333.834896
10.79,4533.084081,4339.938401
10.8,4539.45898,4346.038254
10.81,4545.830107,4352.13446
10.82,4552.197467,4358.227022
10.83,4558.561065,4364.315944
10.84,4564.920904,4370.401232
10.85,4571.276989,4376.482888
10.86,4577.629325,4382.560917
10.87,4583.977915,4388.635323
10.88,4590.322765,4394.70611
10.89,4596.663877,4400.773281
10.9,4603.001257,4406.836842
10.91,4609.334909,4412.896796
10.92,4615.664837,4418.953147
10.93,4621.991046,4425.005899
10.94,4628.313539,4431.055056
10.95,4634.63232,4437.100622
10.96,4640.947395,4443.142601
10.97,4647.258768,4449.180997
10.98,4653.566442,4455.215815
10.99,4659.870421,4461.247057
11,4666.170711,4467.274729
11.01,4672.467315,4473.298834
11.02,4678.760237,4479.319376
11.03,4685.049482,4485.336358
11.04,4691.335053,4491.349786
11.05,4697.616955,4497.359663
11.06,4703.895192,4503.365992
11.07,4710.169769,4509.368778
11.08,4716.440689,4515.368025
11.09,4722.707956,4521.363736
11.1,4728.971574,4527.355916
11.11,4735.231549,4533.344568
11.12,4741.487883,4539.329696
11.13,4747.740581,4545.311305
11.14,4753.989647,4551.289398
11.15,4760.235085,4557.263978
11.16,4766.476899,4563.23505
11.17,4772.715094,4569.202618
11.18,4778.949672,4575.166685
11.19,4785.180639,4581.127255
11.2,4791.407999,4587.084333
11.21,4797.631754,4593.037921
11.22,4803.851911,4598.988025
11.23,4810.068471,4604.934646
11.24,4816.28144,4610.877791
11.25,4822.490822,4616.817461
11.26,4828.69662,4622.753661
11.27,4834.898838,4628.686395
11.28,4841.097481,4634.615666
11.29,4847.292552,4640.541479
11.3,4853.484056,4646.463836
11.31,4859.671996,4652.382743
11.32,4865.856376,4658.298201
11.33,4872.037201,4664.210216
11.34,4878.214473,4670.118791
11.35,4884.388198,4676.02393
11.36,4890.558378,4681.925636
11.37,4896.725019,4687.823913
11.38,4902.888123,4693.718765
11.39,4909.047695,4699.610195
11.4,4915.203739,4705.498208
11.41,4921.356258,4711.382806
11.42,4927.505257,4717.263994
11.43,4933.650738,4723.141775
11.44,4939.792707,4729.016153
11.45,4945.931167,4734.887132
11.46,4952.066122,4740.754714
11.47,4958.197575,4746.618905
11.48,4964.32553,4752.479707
11.49,4970.449992,4758.337123
11.5,4976.570964,4764.191159
11.51,4982.68845,4770.041817
11.52,4988.802454,4775.8891
11.53,4994.912979,4781.733013
11.54,5001.02003,4787.57356
11.55,5007.123609,4793.410742
11.56,5013.223722,4799.244566
11.57,5019.32037,4805.075032
11.58,5025.413559,4810.902147
11.59,5031.503292,4816.725912
11.6,5037.589573,4822.546331
11.61,5043.672405,4828.363409
11.62,5049.751792,4834.177148
11.63,5055.827737,4839.987552
11.64,5061.900245,4845.794625
11.65,5067.96932,4851.59837
11.66,5074.034964,4857.398791
11.67,5080.097181,4863.19589
11.68,5086.155975,4868.989673
11.69,5092.21135,4874.780141
11.7,5098.26331,4880.567299
11.71,5104.311858,4886.35115
11.72,5110.356997,4892.131698
11.73,5116.398731,4897.908945
11.74,5122.437064,4903.682896
11.75,5128.472,4909.453554
11.76,5134.503542,4915.220923
11.77,5140.531693,4920.985005
11.78,5146.556458,4926.745804
11.79,5152.57784,4932.503325
11.8,5158.595842,4938.257569
11.81,5164.610468,4944.00854
11.82,5170.621721,4949.756243
11.83,5176.629606,4955.50068
11.84,5182.634126,4961.241855
11.85,5188.635283,4966.97977
11.86,5194.633082,4972.714431
11.87,5200.627527,4978.445839
11.88,5206.618621,4984.173998
11.89,5212.606366,4989.898912
11.9,5218.590768,4995.620584
11.91,5224.57183,5001.339017
11.92,5230.549554,5007.054215
11.93,5236.523945,5012.76618
11.94,5242.495005,5018.474918
11.95,5248.462739,5024.180429
11.96,5254.427151,5029.882719
11.97,5260.388242,5035.58179
11.98,5266.346018,5041.277645
11.99,5272.300481,5046.970289
12,5278.251634,5052.659723
12.01,5284.199483,5058.345953
12.02,5290.144029,5064.028979
12.03,5296.085276,5069.708807
12.04,5302.023228,5075.385439
12.05,5307.957888,5081.058879
12.06,5313.889259,5086.72913
12.07,5319.817346,5092.396194
12.08,5325.74215,5098.060076
12.09,5331.663677,5103.720779
12.1,5337.581929,5109.378305
12.11,5343.496909,5115.032659
12.12,5349.408622,5120.683842
12.13,5355.317069,5126.331859
12.14,5361.222256,5131.976713
12.15,5367.124185,5137.618407
12.16,5373.022859,5143.256944
12.17,5378.918282,5148.892327
12.18,5384.810457,5154.52456
12.19,5390.699388,5160.153645
12.2,5396.585077,5165.779586
12.21,5402.467529,5171.402386
12.22,5408.346746,5177.022049
12.23,5414.222732,5182.638576
12.24,5420.095491,5188.251973
12.25,5425.965025,5193.862241
12.26,5431.831337,5199.469383
12.27,5437.694432,5205.073404
12.28,5443.554312,5210.674306
12.29,5449.410981,5216.272092
12.3,5455.264442,5221.866765
12.31,5461.114698,5227.458329
12.32,5466.961752,5233.046786
12.33,5472.805608,5238.63214
12.34,5478.646269,5244.214393
12.35,5484.483739,5249.793549
12.36,5490.31802,5255.369612
12.37,5496.149115,5260.942583
12.38,5501.977029,5266.512466
12.39,5507.801764,5272.079265
12.4,5513.623323,5277.642982
12.41,5519.44171,5283.20362
12.42,5525.256927,5288.761182
12.43,5531.068979,5294.315672
12.44,5536.877868,5299.867092
12.45,5542.683597,5305.415445
12.46,5548.48617,5310.960735
12.47,5554.28559,5316.502965
12.48,5560.08186,5322.042137
12.49,5565.874983,5327.578255
12.5,5571.664962,5333.111321
12.51,5577.451801,5338.641339
12.52,5583.235502,5344.168311
12.53,5589.016069,5349.692241
12.54,5594.793505,5355.213131
12.55,5600.567813,5360.730985
12.56,5606.338996,5366.245805
12.57,5612.107057,5371.757595
12.58,5617.872,5377.266358
12.59,5623.633827,5382.772095
12.6,5629.392542,5388.274812
12.61,5635.148148,5393.774509
12.62,5640.900647,5399.271191
12.63,5646.650043,5404.76486
12.64,5652.39634,5410.255519
12.65,5658.139539,5415.743171
12.66,5663.879644,5421.227819
12.67,5669.616659,5426.709466
12.68,5675.350586,5432.188114
12.69,5681.081428,5437.663768
12.7,5686.809188,5443.136429
12.71,5692.53387,5448.606101
12.72,5698.255477,5454.072786
12.73,5703.97401,5459.536487
12.74,5709.689475,5464.997208
12.75,5715.401872,5470.454951
12.76,5721.111207,5475.909719
12.77,5726.817481,5481.361514
12.78,5732.520697,5486.81034
12.79,5738.220859,5492.2562
12.8,5743.91797,5497.699096
12.81,5749.612032,5503.139032
12.82,5755.303048,5508.576009
12.83,5760.991022,5514.010031
12.84,5766.675957,5519.441102
12.85,5772.357855,5524.869222
12.86,5778.03672,5530.294397
12.87,5783.712554,5535.716627
12.88,5789.38536,5541.135916
12.89,5795.055141,5546.552268
12.9,5800.721901,5551.965684
12.91,5806.385642,5557.376167
12.92,5812.046367,5562.783721
12.93,5817.704079,5568.188348
12.94,5823.358781,5573.59005
12.95,5829.010476,5578.988831
12.96,5834.659166,5584.384694
12.97,5840.304855,5589.777641
12.98,5845.947546,5595.167674
12.99,5851.587241,5600.554797
13,5857.223944,5605.939013
13.01,5862.857657,5611.320324
13.02,5868.488383,5616.698733
13.03,5874.116125,5622.074242
13.04,5879.740886,5627.446855
13.05,5885.362668,5632.816574
13.06,5890.981475,5638.183402
13.07,5896.59731,5643.547341
13.08,5902.210175,5648.908395
13.09,5907.820073,5654.266565
13.1,5913.427007,5659.621856
13.11,5919.03098,5664.974268
13.12,5924.631995,5670.323806
13.13,5930.230054,5675.670472
13.14,5935.82516,5681.014268
13.15,5941.417317,5686.355197
13.16,5947.006526,5691.693262
13.17,5952.592791,5697.028466
13.18,5958.176115,5702.360811
13.19,5963.7565,5707.690299
13.2,5969.333949,5713.016935
13.21,5974.908465,5718.340719
13.22,5980.48005,5723.661655
13.23,5986.048709,5728.979746
13.24,5991.614442,5734.294994
13.25,5997.177253,5739.607401
13.26,6002.737145,5744.916971
13.27,6008.294121,5750.223706
13.28,6013.848183,5755.527608
13.29,6019.399334,5760.828681
13.3,6024.947577,5766.126927
13.31,6030.492914,5771.422348
13.32,6036.035348,5776.714947
13.33,6041.574883,5782.004727
13.34,6047.11152,5787.29169
13.35,6052.645262,5792.575839
13.36,6058.176113,5797.857176
13.37,6063.704074,5803.135705
13.38,6069.229149,5808.411427
13.39,6074.75134,5813.684345
13.4,6080.27065,5818.954462
13.41,6085.787082,5824.221781
13.42,6091.300638,5829.486303
13.43,6096.811321,5834.748032
13.44,6102.319133,5840.006969
13.45,6107.824078,5845.263119
13.46,6113.326158,5850.516482
13.47,6118.825375,5855.767062
13.48,6124.321733,5861.014861
13.49,6129.815234,5866.259882
13.5,6135.30588,5871.502127
13.51,6140.793675,5876.741598
13.52,6146.27862,5881.978299
13.53,6151.760719,5887.212232
13.54,6157.239974,5892.443399
13.55,6162.716388,5897.671803
13.56,6168.189964,5902.897446
13.57,6173.660703,5908.12033
13.58,6179.128609,5913.340459
13.59,6184.593684,5918.557835
13.6,6190.055931,5923.77246
13.61,6195.515353,5928.984337
13.62,6200.971951,5934.193468
13.63,6206.425729,5939.399856
13.64,6211.87669,5944.603502
13.65,6217.324835,5949.804411
13.66,6222.770167,5955.002583
13.67,6228.21269,5960.198022
13.68,6233.652405,5965.39073
13.69,6239.089315,5970.580709
13.7,6244.523422,5975.767962
13.71,6249.95473,5980.952491
13.72,6255.383241,5986.134299
13.73,6260.808957,5991.313388
13.74,6266.23188,5996.489761
13.75,6271.652014,6001.66342
13.76,6277.069361,6006.834367
13.77,6282.483923,6012.002604
13.78,6287.895703,6017.168135
13.79,6293.304704,6022.330962
13.8,6298.710928,6027.491087
13.81,6304.114377,6032.648512
13.82,6309.515054,6037.80324
13.83,6314.912961,6042.955273
13.84,6320.308102,6048.104613
13.85,6325.700478,6053.251264
13.86,6331.090092,6058.395227
13.87,6336.476946,6063.536505
13.88,6341.861043,6068.675099
13.89,6347.242386,6073.811013
13.9,6352.620977,6078.944249
13.91,6357.996818,6084.074809
13.92,6363.369911,6089.202696
13.93,6368.74026,6094.327911
13.94,6374.107867,6099.450458
13.95,6379.472734,6104.570338
13.96,6384.834864,6109.687554
13.97,6390.194258,6114.802108
13.98,6395.550921,6119.914003
13.99,6400.904853,6125.023241
14,6406.256057,6130.129823
14.01,6411.604536,6135.233754
14.02,6416.950293,6140.335034
14.03,6422.293329,6145.433666
14.04,6427.633647,6150.529652
14.05,6432.97125,6155.622996
14.06,6438.30614,6160.713698
14.07,6443.638318,6165.801762
14.08,6448.967789,6170.887189
14.09,6454.294553,6175.969982
14.1,6459.618614,6181.050143
14.11,6464.939974,6186.127675
14.12,6470.258635,6191.202579
14.13,6475.5746,6196.274859
14.14,6480.887871,6201.344515
14.15,6486.19845,6206.411551
14.16,6491.506339,6211.475969
14.17,6496.811542,6216.537771
14.18,6502.11406,6221.59696
14.19,6507.413896,6226.653536
14.2,6512.711053,6231.707504
14.21,6518.005531,6236.758864
14.22,6523.297335,6241.80762
14.23,6528.586465,6246.853774
14.24,6533.872925,6251.897327
14.25,6539.156717,6256.938282
14.26,6544.437843,6261.976641
14.27,6549.716306,6267.012406
14.28,6554.992107,6272.04558
14.29,6560.26525,6277.076165
14.3,6565.535735,6282.104163
14.31,6570.803567,6287.129576
14.32,6576.068747,6292.152407
14.33,6581.331277,6297.172657
14.34,6586.591159,6302.190329
14.35,6591.848397,6307.205425
14.36,6597.102991,6312.217947
14.37,6602.354946,6317.227898
14.38,6607.604261,6322.235279
14.39,6612.850941,6327.240092
14.4,6618.094988,6332.242341
14.41,6623.336403,6337.242027
14.42,6628.575188,6342.239152
14.43,6633.811347,6347.233718
14.44,6639.044882,6352.225728
14.45,6644.275793,6357.215183
14.46,6649.504085,6362.202087
14.47,6654.729759,6367.18644
14.48,6659.952817,6372.168245
14.49,6665.173262,6377.147505
14.5,6670.391096,6382.124221
14.51,6675.606321,6387.098396
14.52,6680.818939,6392.070031
14.53,6686.028952,6397.039129
14.54,6691.236364,6402.005692
14.55,6696.441175,6406.969722
14.56,6701.643388,6411.931221
14.57,6706.843006,6416.890192
14.58,6712.04003,6421.846636
14.59,6717.234464,6426.800555
14.6,6722.426308,6431.751952
14.61,6727.615565,6436.700828
14.62,6732.802238,6441.647186
14.63,6737.986328,6446.591028
14.64,6743.167838,6451.532356
14.65,6748.34677,6456.471172
14.66,6753.523126,6461.407478
14.67,6758.696908,6466.341277
14.68,6763.868119,6471.272569
14.69,6769.036761,6476.201358
14.7,6774.202835,6481.127645
14.71,6779.366344,6486.051433
14.72,6784.52729,6490.972723
14.73,6789.685675,6495.891518
14.74,6794.841502,6500.807819
14.75,6799.994772,6505.721629
14.76,6805.145488,6510.63295
14.77,6810.293652,6515.541784
14.78,6815.439266,6520.448132
14.79,6820.582332,6525.351997
14.8,6825.722852,6530.253381
14.81,6830.860828,6535.152286
14.82,6835.996263,6540.048714
14.83,6841.129158,6544.942667
14.84,6846.259516,6549.834146
14.85,6851.387339,6554.723155
14.86,6856.512629,6559.609695
14.87,6861.635388,6564.493768
14.88,6866.755618,6569.375375
14.89,6871.873321,6574.25452
14.9,6876.988499,6579.131204
14.91,6882.101155,6584.005429
14.92,6887.21129,6588.877197
14.93,6892.318906,6593.746509
14.94,6897.424007,6598.613369
14.95,6902.526593,6603.477778
14.96,6907.626666,6608.339737
14.97,6912.72423,6613.19925
14.98,6917.819286,6618.056317
14.99,6922.911835,6622.910941
15,6928.001881,6627.763124
15.01,6933.089424,6632.612868
15.02,6938.174468,6637.460174
15.03,6943.257014,6642.305045
15.04,6948.337064,6647.147482
15.05,6953.41462,6651.987488
15.06,6958.489685,6656.825064
15.07,6963.56226,6661.660213
15.08,6968.632347,6666.492936
15.09,6973.699949,6671.323235
15.1,6978.765068,6676.151113
15.11,6983.827704,6680.976571
15.12,6988.887862,6685.79961
15.13,6993.945541,6690.620234
15.14,6999.000745,6695.438443
15.15,7004.053476,6700.254241
15.16,7009.103735,6705.067628
15.17,7014.151525,6709.878606
15.18,7019.196847,6714.687178
15.19,7024.239704,6719.493346
15.2,7029.280097,6724.297111
15.21,7034.318029,6729.098475
15.22,7039.353502,6733.89744
15.23,7044.386516,6738.694008
15.24,7049.417076,6743.488181
15.25,7054.445181,6748.27996
15.26,7059.470835,6753.069349
15.27,7064.49404,6757.856347
15.28,7069.514796,6762.640959
15.29,7074.533107,6767.423184
15.3,7079.548975,6772.203026
15.31,7084.5624,6776.980485
15.32,7089.573386,6781.755565
15.33,7094.581934,6786.528266
15.34,7099.588046,6791.29859
15.35,7104.591724,6796.066541
15.36,7109.59297,6800.832118
15.37,7114.591786,6805.595324
15.38,7119.588174,6810.356162
15.39,7124.582135,6815.114632
15.4,7129.573672,6819.870737
15.41,7134.562787,6824.624478
15.42,7139.549482,6829.375858
15.43,7144.533758,6834.124877
15.44,7149.515617,6838.871539
15.45,7154.495062,6843.615844
15.46,7159.472094,6848.357795
15.47,7164.446715,6853.097394
15.48,7169.418927,6857.834641
15.49,7174.388732,6862.56954
15.5,7179.356131,6867.302091
15.51,7184.321128,6872.032297
15.52,7189.283723,6876.76016
15.53,7194.243919,6881.48568
15.54,7199.201717,6886.208861
15.55,7204.15712,6890.929703
15.56,7209.110128,6895.64821
15.57,7214.060745,6900.364381
15.58,7219.008972,6905.07822
15.59,7223.95481,6909.789727
15.6,7228.898262,6914.498906
15.61,7233.83933,6919.205757
15.62,7238.778015,6923.910282
15.63,7243.714319,6928.612483
15.64,7248.648245,6933.312362
15.65,7253.579793,6938.009921
15.66,7258.508967,6942.705161
15.67,7263.435767,6947.398084
15.68,7268.360195,6952.088692
15.69,7273.282254,6956.776987
15.7,7278.201945,6961.462969
15.71,7283.11927,6966.146643
15.72,7288.034231,6970.828008
15.73,7292.94683,6975.507066
15.74,7297.857068,6980.18382
15.75,7302.764948,6984.858271
15.76,7307.670471,6989.530421
15.77,7312.573639,6994.200272
15.78,7317.474454,6998.867824
15.79,7322.372917,7003.533081
15.8,7327.269031,7008.196044
15.81,7332.162797,7012.856714
15.82,7337.054217,7017.515093
15.83,7341.943293,7022.171183
15.84,7346.830027,7026.824985
15.85,7351.71442,7031.476502
15.86,7356.596475,7036.125735
15.87,7361.476192,7040.772686
15.88,7366.353575,7045.417356
15.89,7371.228624,7050.059748
15.9,7376.101341,7054.699862
15.91,7380.971729,7059.337701
15.92,7385.839788,7063.973266
15.93,7390.705522,7068.606559
15.94,7395.568931,7073.237581
15.95,7400.430017,7077.866335
15.96,7405.288782,7082.492822
15.97,7410.145228,7087.117043
15.98,7414.999357,7091.739001
15.99,7419.85117,7096.358697
16,7424.700669,7100.976133
16.01,7429.547856,7105.591309
16.02,7434.392733,7110.204229
16.03,7439.2353,7114.814894
16.04,7444.075561,7119.423305
16.05,7448.913517,7124.029464
16.06,7453.74917,7128.633373
16.07,7458.58252,7133.235033
16.08,7463.413571,7137.834445
16.09,7468.242324,7142.431613
16.1,7473.06878,7147.026537
16.11,7477.892941,7151.619219
16.12,7482.714809,7156.20966
16.13,7487.534386,7160.797862
16.14,7492.351674,7165.383828
16.15,7497.166673,7169.967558
16.16,7501.979386,7174.549053
16.17,7506.789815,7179.128317
16.18,7511.597961,7183.70535
16.19,7516.403826,7188.280154
16.2,7521.207411,7192.852731
16.21,7526.008719,7197.423081
16.22,7530.807751,7201.991208
16.23,7535.604508,7206.557112
16.24,7540.398993,7211.120795
16.25,7545.191207,7215.682259
16.26,7549.981151,7220.241505
16.27,7554.768828,7224.798535
16.28,7559.554239,7229.353351
16.29,7564.337386,7233.905953
16.3,7569.11827,7238.456344
16.31,7573.896893,7243.004526
16.32,7578.673257,7247.550499
16.33,7583.447364,7252.094266
16.34,7588.219214,7256.635828
16.35,7592.98881,7261.175187
16.36,7597.756153,7265.712344
16.37,7602.521246,7270.2473
16.38,7607.284089,7274.780058
16.39,7612.044684,7279.310619
16.4,7616.803034,7283.838985
16.41,7621.559139,7288.365156
16.42,7626.313001,7292.889136
16.43,7631.064622,7297.410924
16.44,7635.814003,7301.930523
16.45,7640.561147,7306.447935
16.46,7645.306054,7310.963161
16.47,7650.048727,7315.476202
16.48,7654.789167,7319.98706
16.49,7659.527375,7324.495737
16.5,7664.263354,7329.002234
16.51,7668.997105,7333.506552
16.52,7673.728629,7338.008694
16.53,7678.457928,7342.50866
16.54,7683.185003,7347.006453
16.55,7687.909857,7351.502074
16.56,7692.632491,7355.995524
16.57,7697.352907,7360.486805
16.58,7702.071105,7364.975919
16.59,7706.787088,7369.462866
16.6,7711.500858,7373.947649
16.61,7716.212415,7378.430269
16.62,7720.921762,7382.910728
16.63,7725.6289,7387.389027
16.64,7730.333831,7391.865167
16.65,7735.036555,7396.33915
16.66,7739.737076,7400.810978
16.67,7744.435394,7405.280652
16.68,7749.131511,7409.748174
16.69,7753.825428,7414.213545
16.7,7758.517147,7418.676767
16.71,7763.20667,7423.13784
16.72,7767.893999,7427.596768
16.73,7772.579134,7432.05355
16.74,7777.262077,7436.508189
16.75,7781.94283,7440.960687
16.76,7786.621395,7445.411044
16.77,7791.297772,7449.859262
16.78,7795.971964,7454.305343
16.79,7800.643972,7458.749287
16.8,7805.313798,7463.191098
16.81,7809.981443,7467.630775
16.82,7814.646909,7472.068321
16.83,7819.310197,7476.503737
16.84,7823.971308,7480.937024
16.85,7828.630245,7485.368185
16.86,7833.287009,7489.797219
16.87,7837.941601,7494.22413
16.88,7842.594023,7498.648918
16.89,7847.244276,7503.071585
16.9,7851.892362,7507.492132
16.91,7856.538283,7511.910561
16.92,7861.182039,7516.326873
16.93,7865.823633,7520.74107
16.94,7870.463066,7525.153152
16.95,7875.10034,7529.563123
16.96,7879.735455,7533.970982
16.97,7884.368414,7538.376732
16.98,7888.999218,7542.780373
16.99,7893.627869,7547.181908
17,7898.254367,7551.581338
17.01,7902.878715,7555.978664
17.02,7907.500914,7560.373887
17.03,7912.120966,7564.76701
17.04,7916.738871,7569.158033
17.05,7921.354632,7573.546958
17.06,7925.96825,7577.933786
17.07,7930.579726,7582.318519
17.08,7935.189062,7586.701158
17.09,7939.796259,7591.081705
17.1,7944.40132,7595.460161
17.11,7949.004244,7599.836527
17.12,7953.605035,7604.210806
17.13,7958.203692,7608.582997
17.14,7962.800219,7612.953103
17.15,7967.394615,7617.321125
17.16,7971.986884,7621.687065
17.17,7976.577025,7626.050924
17.18,7981.165041,7630.412702
17.19,7985.750933,7634.772403
17.2,7990.334702,7639.130026
17.21,7994.916351,7643.485575
17.22,7999.49588,7647.839048
17.23,8004.07329,7652.19045
17.24,8008.648584,7656.53978
17.25,8013.221763,7660.887039
17.26,8017.792828,7665.232231
17.27,8022.36178,7669.575355
17.28,8026.928622,7673.916413
17.29,8031.493353,7678.255407
17.3,8036.055977,7682.592338
17.31,8040.616495,7686.927207
17.32,8045.174906,7691.260015
17.33,8049.731215,7695.590765
17.34,8054.28542,7699.919457
17.35,8058.837525,7704.246093
17.36,8063.38753,7708.570675
17.37,8067.935438,7712.893202
17.38,8072.481248,7717.213678
17.39,8077.024963,7721.532103
17.4,8081.566584,7725.848478
17.41,8086.106113,7730.162805
17.42,8090.643551,7734.475086
17.43,8095.178899,7738.785321
17.44,8099.712159,7743.093513
17.45,8104.243332,7747.399661
17.46,8108.772419,7751.703769
17.47,8113.299423,7756.005836
17.48,8117.824343,7760.305865
17.49,8122.347183,7764.603856
