 Mach Number             Cd Rocket - (Unpowered) Cd - Rocket (Powered)   Body Skin Friction      Nose Pressure Drag      Base Drag               Body Pressure Drag      Fin Pressure Drag       Interference Drag       Fin Skin Friction      
 0.00000000000000E+0000  4.25169370131718E-0001  4.05499307942692E-0001  2.48635700372856E-0001  0.00000000000000E+0000  1.53334353946559E-0002  1.45840972810690E-0002  2.45123896851261E-0005  3.91601228087248E-0002  1.07431501884727E-0001 
 2.00000000000000E-0002  3.99282013838768E-0001  3.79262596535825E-0001  2.40033627209629E-0001  0.00000000000000E+0000  1.56057687516923E-0002  1.40795298692161E-0002  2.45320066283844E-0005  3.78052962855166E-0002  9.17332597160856E-0002 
 4.00000000000000E-0002  3.72310178053140E-0001  3.51767220348235E-0001  2.27954940311360E-0001  0.00000000000000E+0000  1.60138850480628E-0002  1.33710365012574E-0002  2.46693237920013E-0005  3.59029030990391E-0002  7.90427437696291E-0002 
 6.00000000000000E-0002  3.56648548780763E-0001  3.35738708855677E-0001  2.20025763426477E-0001  0.00000000000000E+0000  1.62998813385943E-0002  1.29059388227079E-0002  2.50420291122664E-0005  3.46540577396701E-0002  7.27378654242013E-0002 
 8.00000000000000E-0002  3.45707916404102E-0001  3.24514733168507E-0001  2.14181801239340E-0001  0.00000000000000E+0000  1.65207564077454E-0002  1.25631525176186E-0002  2.57677704395553E-0005  3.37336336951960E-0002  6.86828047737626E-0002 
 1.00000000000000E-0001  3.37342618954911E-0001  3.15917322320910E-0001  2.09566213117854E-0001  0.00000000000000E+0000  1.67016961406501E-0002  1.22924183226814E-0002  2.69641093062554E-0005  3.30066785660620E-0002  6.57486486983578E-0002 
 1.20000000000000E-0001  3.30588039374104E-0001  3.08965156769608E-0001  2.05753755901758E-0001  0.00000000000000E+0000  1.68557206518261E-0002  1.20687929670463E-0002  2.87484562549100E-0005  3.24062165545268E-0002  6.34748048426922E-0002 
 1.40000000000000E-0001  3.24929468404817E-0001  3.03133779873645E-0001  2.02504074774987E-0001  0.00000000000000E+0000  1.69904283353621E-0002  1.18781780810336E-0002  3.12379878051024E-0005  3.18943917770605E-0002  6.16311574485679E-0002 
 1.60000000000000E-0001  3.20060791195529E-0001  2.98110886450435E-0001  1.99668553981373E-0001  0.00000000000000E+0000  1.71106447500471E-0002  1.17118563861420E-0002  3.45495451863516E-0005  3.14477972520663E-0002  6.00873892807140E-0002 
 1.80000000000000E-0001  3.15785690936929E-0001  2.93695979113241E-0001  1.97149124166969E-0001  0.00000000000000E+0000  1.72196287881623E-0002  1.15640754783681E-0002  3.87995150249454E-0005  3.10509870562977E-0002  5.87630759321071E-0002 
 2.00000000000000E-0001  3.11971064227590E-0001  2.89752996650459E-0001  1.94877807892772E-0001  0.00000000000000E+0000  1.73196861562599E-0002  1.14308480397932E-0002  4.41036922449184E-0005  3.06932547431116E-0002  5.76053637034085E-0002 
 2.20000000000000E-0001  3.08522722741139E-0001  2.86185580471846E-0001  1.92805639103000E-0001  0.00000000000000E+0000  1.74125086436448E-0002  1.13093018934936E-0002  5.05771255269061E-0005  3.03668881587226E-0002  5.65778078167504E-0002 
 2.40000000000000E-0001  3.05371716231572E-0001  2.82923140710713E-0001  1.90896240939643E-0001  0.00000000000000E+0000  1.74993743864824E-0002  1.11973033006891E-0002  5.83339457628623E-0005  3.00661579479937E-0002  5.56543057110014E-0002 
 2.60000000000000E-0001  3.02586959200157E-0001  2.80033323124532E-0001  1.89121897075312E-0001  0.00000000000000E+0000  1.75812724106749E-0002  1.10932265189210E-0002  6.74871780489344E-0005  2.97866987893616E-0002  5.49363772278382E-0002 
 2.80000000000000E-0001  3.00123427529456E-0001  2.77470102039143E-0001  1.87461040033587E-0001  0.00000000000000E+0000  1.76589834613553E-0002  1.09958064757408E-0002  7.81485378723368E-0005  2.95251138052899E-0002  5.44043352156110E-0002 
 3.00000000000000E-0001  2.97827932182403E-0001  2.75079484315693E-0001  1.85896585333146E-0001  0.00000000000000E+0000  1.77331343612889E-0002  1.09040410554538E-0002  9.04282122698273E-0005  2.92787121899704E-0002  5.39250310302745E-0002 
 3.20000000000000E-0001  2.95676111624489E-0001  2.72836453444634E-0001  1.84414791743957E-0001  0.00000000000000E+0000  1.78042356842284E-0002  1.08171242457487E-0002  1.04434626864198E-0004  2.90453296996732E-0002  5.34901956240182E-0002 
 3.40000000000000E-0001  2.93648259425500E-0001  2.70720762777937E-0001  1.83004460446923E-0001  0.00000000000000E+0000  1.78727085470391E-0002  1.07343991632138E-0002  1.20274199819656E-0004  2.88232025203904E-0002  5.30932145481137E-0002 
