0.000000000000000000e+00,7.421101421909491458e-02,0.000000000000000000e+00,1.900681330099892108e+01,2.497360419512625413e+03,1.000000000000000000e+00,2.244468550134721095e-03,3.449143758721913144e+01,3.449143758721913144e+01
1.807052180434103386e-04,7.378714489166744717e-02,4.607814911234282807e-04,1.890826564612804006e+01,2.494607591175161360e+03,1.004638700574894905e+00,2.244511017916792864e-03,3.447242247311368146e+01,3.463232971905773638e+01
2.569106837100191068e-04,7.360853955831367368e-02,6.549647501852671637e-04,1.880988489181334344e+01,2.491848127133437174e+03,1.009277401149789588e+00,2.244638040866321366e-03,3.445335099040864435e+01,3.477298854850116783e+01
3.162693408284497631e-04,7.346960884753848953e-02,8.060448367996230932e-04,1.871167501313099635e+01,2.489082091521417624e+03,1.013916101724684493e+00,2.244849059945875237e-03,3.443422348906234731e+01,3.491341364594666175e+01
3.670574346742398048e-04,7.335094376773225455e-02,9.351216807411639803e-04,1.861363993644757642e+01,2.486309548389752308e+03,1.018554802299579176e+00,2.245143531274884988e-03,3.441504031895982507e+01,3.505360458821017033e+01
4.124688041859652515e-04,7.324505623414223621e-02,1.050336099329757765e-03,1.851578353939439125e+01,2.483530561702975774e+03,1.023193502874474081e+00,2.245520925820478856e-03,3.439580182989889323e+01,3.519356095851049560e+01
4.541360665169386079e-04,7.314812005260237782e-02,1.155848108322509501e-03,1.841810965085079843e+01,2.480745195336750385e+03,1.027832203449368764e+00,2.245980729096922011e-03,3.437650837157647743e+01,3.533328234645312449e+01
4.930262192130497635e-04,7.305787027047400128e-02,1.254120521292509654e-03,1.832062205093560436e+01,2.477953513075119190e+03,1.032470904024263669e+00,2.246522440873415394e-03,3.435716029357485013e+01,3.547276834801375855e+01
5.297676730754460710e-04,7.297283611827626304e-02,1.346752813026605780e-03,1.822332447100696839e+01,2.475155578607791085e+03,1.037109604599158574e+00,2.247145574889987049e-03,3.433775794534810188e+01,3.561201856552158773e+01
5.647959379163547053e-04,7.289199930375174497e-02,1.434852585558866935e-03,1.812622059367063798e+01,2.472351455527451890e+03,1.041748305174053257e+00,2.247849658581217887e-03,3.431830167620865524e+01,3.575103260764223734e+01
5.984275056339790309e-04,7.281462071987168660e-02,1.519223952683196321e-03,1.802931405279620591e+01,2.469541207327097254e+03,1.046387005748948162e+00,2.248634232807572488e-03,3.429879183531381415e+01,3.588981008936049477e+01
6.309009424615564902e-04,7.274014406389318899e-02,1.600472315036748777e-03,1.793260843354149614e+01,2.466724897397395125e+03,1.051025706323842845e+00,2.249498851594095971e-03,3.427922877165251236e+01,3.602835063196268095e+01
6.624013878376334985e-04,7.266813837617736027e-02,1.679066825801309604e-03,1.783610727238492188e+01,2.463902589024071858e+03,1.055664406898737750e+00,2.250443081876233199e-03,3.425961283403208313e+01,3.616665386301886542e+01
6.930759763475861403e-04,7.259826186888551636e-02,1.755379712338001573e-03,1.773981405716559578e+01,2.461074345385320612e+03,1.060303107473632434e+00,2.251466503252606832e-03,3.423994437106513544e+01,3.630471941636466937e+01
7.230439802162636626e-04,7.253023813755475613e-02,1.829712136488115997e-03,1.764373222713137679e+01,2.458240229549245669e+03,1.064941808048527339e+00,2.252568707744460191e-03,3.422022373115655114e+01,3.644254693208298335e+01
7.524037246145684477e-04,7.246383994197616585e-02,1.902311826344385559e-03,1.754786517299428183e+01,2.455400304471319487e+03,1.069580508623422244e+00,2.253749299561657801e-03,3.420045126249051037e+01,3.658013605648516631e+01
7.812374474085006029e-04,7.239887780833016706e-02,1.973385466873050879e-03,1.745221623699373836e+01,2.452554632991877497e+03,1.074219209198316927e+00,2.255007894874959569e-03,3.418062731301772317e+01,3.671748644209229440e+01
8.096148034394960898e-04,7.233519181052909530e-02,2.043107634447129985e-03,1.735678871296698489e+01,2.449703277833629272e+03,1.078857909773211832e+00,2.256344121594462335e-03,3.416075223044263254e+01,3.685459774761591945e+01
8.375954481130865742e-04,7.227264551100560930e-02,2.111627383866048358e-03,1.726158584642704952e+01,2.446846301599204253e+03,1.083496610348106515e+00,2.257757619153937748e-03,3.414082636221080946e+01,3.699146963793868537e+01
8.652309793852471995e-04,7.221112140635001231e-02,2.179073199469148785e-03,1.716661083464768112e+01,2.443983766768713394e+03,1.088135310923001420e+00,2.259248038300987974e-03,3.412085005549640471e+01,3.712810178409468875e+01
8.925664225122296493e-04,7.215051744537191725e-02,2.245556780428532677e-03,1.707186682675572342e+01,2.441115735697352193e+03,1.092774011497896325e+00,2.260815040892747742e-03,3.410082365718968589e+01,3.726449386324953394e+01
9.196413824563470958e-04,7.209074432665493748e-02,2.311175978664488807e-03,1.697735692383009010e+01,2.438242270613010078e+03,1.097412712072791008e+00,2.262458299697074626e-03,3.408074751388470958e+01,3.740064555868024598e+01
9.464909504533608985e-04,7.203172337271034065e-02,2.376017109948238681e-03,1.688308417900794822e+01,2.435363433613923917e+03,1.102051412647685913e+00,2.264177498198962149e-03,3.406062197186703600e+01,3.753655655975487804e+01
9.731464258552193977e-04,7.197338483738947856e-02,2.440156794015768682e-03,1.678905159759759869e+01,2.432479286666348798e+03,1.106690113222580596e+00,2.265972330412110210e-03,3.404044737710161428e+01,3.767222656191188435e+01
9.996358971965327994e-04,7.191566654347697485e-02,2.503663435748050645e-03,1.669526213719788643e+01,2.429589891602252465e+03,1.111328813797475501e+00,2.267842500695449025e-03,3.402022407522070324e+01,3.780765526663934395e+01
