x,y,M,mu,V,theta,T,p,a,rho
1.234495120732125722e-02,-4.930207820679921582e-02,2.847013312354168324e+00,3.589008014051894291e-01,7.450359370040274598e+02,2.373080153221626687e-01,1.444259155226996427e+03,9.241645917146475404e+04,2.616903594272147870e+02,1.975310196957603126e-01
1.255044960894714443e-02,-4.932718920588573253e-02,2.865349216851434289e+00,3.565012342576737714e-01,7.474718919959695995e+02,2.282288210482365243e-01,1.435173130594204849e+03,8.942187846893742972e+04,2.608658964150007478e+02,1.923404393600608442e-01
1.275806086168560297e-02,-4.935396702939474217e-02,2.883702466574209478e+00,3.541320603621139762e-01,7.498871665587000734e+02,2.192009022692928411e-01,1.426134960840116037e+03,8.652138451918699138e+04,2.600431824194239994e+02,1.872810966731284776e-01
1.296780191899417692e-02,-4.938244064409857970e-02,2.902073537452821927e+00,3.517926330777205735e-01,7.522819728948832108e+02,2.102241056783847872e-01,1.417144597034492335e+03,8.371216146987253160e+04,2.592222296183330172e+02,1.823498877061194012e-01
1.317968964084804961e-02,-4.941263929046887937e-02,2.920462910059742345e+00,3.494823238120635667e-01,7.546565215399416502e+02,2.012982731716219664e-01,1.408201980050070460e+03,8.099146951634528523e+04,2.584030493729173941e+02,1.775437702520043515e-01
1.339374079781269211e-02,-4.944459248257577350e-02,2.938871069577027928e+00,3.472005213906351195e-01,7.570110213385845555e+02,1.924232420676236510e-01,1.399307040965444003e+03,7.835664336808852386e+04,2.575856522509972137e+02,1.728597632878662027e-01
1.360997207503029070e-02,-4.947833000806719367e-02,2.957298505759694773e+00,3.449466314538827683e-01,7.593456794225146496e+02,1.835988453192059500e-01,1.390459701460387123e+03,7.580509071206918452e+04,2.567700480501368361e+02,1.682949463978579974e-01
1.382840007612878841e-02,-4.951388192822856610e-02,2.975745712895200956e+00,3.427200758802783076e-01,7.616607011893141816e+02,1.748249117175048606e-01,1.381659874203533491e+03,7.333429067573821521e+04,2.559562458205709277e+02,1.638464591600363451e-01
1.404904132706074303e-02,-4.955127857812297032e-02,2.994213189759133531e+00,3.405202922340853644e-01,7.639562902824990260e+02,1.661012660887782599e-01,1.372907463232372947e+03,7.094179229223341099e+04,2.551442538879320239e+02,1.595115005001613295e-01
1.427191227987886606e-02,-4.959055056681212215e-02,3.012701439567272654e+00,3.383467332365566738e-01,7.662326485727393219e+02,1.574277294840783215e-01,1.364202364325497911e+03,6.862521297014027368e+04,2.543340798757664913e+02,1.552873280153908297e-01
1.449702931645529061e-02,-4.963172877765860413e-02,3.031210969924127863e+00,3.361988662593775046e-01,7.684899761402307377e+02,1.488041193620233682e-01,1.355544465367089742e+03,6.638223697000092943e+04,2.535257307278306769e+02,1.511712572706815916e-01
1.472440875215048385e-02,-4.967484436870986397e-02,3.049742292768082397e+00,3.340761728392336316e-01,7.707284712582105612e+02,1.402302497648600099e-01,1.346933646703607337e+03,6.421061388958330645e+04,2.527192127301559310e+02,1.471606610705587515e-01
1.495406683943752840e-02,-4.971992877316455672e-02,3.068295924313266809e+00,3.319781482124510297e-01,7.729483303776030425e+02,1.317059314880273668e-01,1.338369781492666334e+03,6.210815715976293723e+04,2.519145315328739798e+02,1.432529687087893966e-01
1.518601977148708801e-02,-4.976701369992193175e-02,3.086872384988296858e+00,3.299043008687111422e-01,7.751497481127869378e+02,1.232309722434013349e-01,1.329852736044090989e+03,6.007274255271474249e+04,2.511116921717921571e+02,1.394456651983640716e-01
1.542028368571858252e-02,-4.981613113421504146e-02,3.105472199371959174e+00,3.278541521229083044e-01,7.773329172284633160e+02,1.148051768164282394e-01,1.321382370153163265e+03,5.810230670397313224e+04,2.503106990897128696e+02,1.357362904840805351e-01
1.565687466732152908e-02,-4.986731333832861851e-02,3.124095896125993921e+00,3.258272357042624745e-01,7.794980286276155539e+02,1.064283472173202377e-01,1.312958537426052544e+03,5.619484564976867841e+04,2.495115561574870071e+02,1.321224386398829609e-01
1.589580875275187558e-02,-4.992059285240246780e-02,3.142744007925081018e+00,3.238230973618524966e-01,7.816452713405456052e+02,9.810028282649470299e-02,1.304581085597452329e+03,5.434841338092666410e+04,2.487142666947943894e+02,1.286017570530086085e-01
1.613710193320720687e-02,-4.997600249532136579e-02,3.161417071384136968e+00,3.218412944857828029e-01,7.837748325149663060e+02,8.982078053444152166e-02,1.296249856840446455e+03,5.256112041448711534e+04,2.479188334906449995e+02,1.251719455968796635e-01
1.638077015808507911e-02,-5.003357536569262576e-02,3.180115626983075927e+00,3.198813957432347643e-01,7.858868974071423281e+02,8.158963487616829879e-02,1.287964688068614123e+03,5.083113238408250618e+04,2.471252588235920769e+02,1.218307557945577518e-01
1.662682933842724725e-02,-5.009334484291218248e-02,3.198840218989079442e+00,3.179429807287049159e-01,7.879816493740516989e+02,7.340663816043035972e-02,1.279725411230441296e+03,4.915666865001145197e+04,2.463335444816544566e+02,1.185759899744997375e-01
1.687529535035409492e-02,-5.015534458832059117e-02,3.217591395376595997e+00,3.160256396277535962e-01,7.900592698665626585e+02,6.527158059385841649e-02,1.271531853596025030e+03,4.753600092982297065e+04,2.455436917819367579e+02,1.154055004202149404e-01
1.712618403849153204e-02,-5.021960854644996058e-02,3.236369707745087254e+00,3.141289728936428327e-01,7.921199384236006154e+02,5.718425040018357275e-02,1.263383838036163979e+03,4.596745195014918136e+04,2.447557015899470514e+02,1.123171885153688432e-01
1.737951121939380200e-02,-5.028617094636315954e-02,3.255175711234711056e+00,3.122525909362602325e-01,7.941638326672909898e+02,4.914443393469442728e-02,1.255281183293843696e+03,4.444939412041364994e+04,2.439695743386027971e+02,1.093090038857502250e-01
1.763529268496483171e-02,-5.035506630308660136e-02,3.274009964440038445e+00,3.103961138227643857e-01,7.961911282990611198e+02,4.115191579408006284e-02,1.247223704248182457e+03,4.298024822896629485e+04,2.431853100469215008e+02,1.063789435394495581e-01
1.789354420588062239e-02,-5.042632941913793854e-02,3.292873029321929046e+00,3.085591709894164869e-01,7.982019990966819023e+02,3.320647892180515065e-02,1.239211212170890803e+03,4.155848216211116232e+04,2.424029083383905174e+02,1.035250510065038043e-01
1.815428153501465192e-02,-5.049999538614990263e-02,3.311765471117670501e+00,3.067414009640911376e-01,8.001966169122308656e+02,2.530790470917227211e-02,1.231243514975308926e+03,4.018260964641890314e+04,2.416223684590131029e+02,1.007454154791839057e-01
1.841752041086973726e-02,-5.057609958659212146e-02,3.330687858249560040e+00,3.049424510989797166e-01,8.021751516709626912e+02,1.745597309218617152e-02,1.223320417458058500e+03,3.885118901463913789e+04,2.408436892950230401e+02,9.803817095401205772e-02
1.868327656101683235e-02,-5.065467769559189870e-02,3.349640762232005020e+00,3.031619773130339590e-01,8.041377713710653552e+02,9.650462644379253357e-03,1.215441721533403097e+03,3.756282199547065829e+04,2.400668693902670725e+02,9.540149537653765111e-02
1.895156570554402953e-02,-5.073576568285581567e-02,3.368624757577286744e+00,3.013996438437135383e-01,8.060846420842833595e+02,1.891150665725719205e-03,1.207607226460369930e+03,3.631615252737858827e+04,2.392919069632496303e+02,9.283360978981555767e-02
1.920862678532746226e-02,-5.081514557692238393e-02,3.387573279722734476e+00,2.996612465942247172e-01,8.080091417499415911e+02,-5.794947317196241440e-03,1.199844136173645666e+03,3.511405179486983252e+04,2.385215241206753944e+02,9.034148434285936557e-02
1.944518304438351206e-02,-5.088973761012470509e-02,3.412582088452497331e+00,2.973978122934509694e-01,8.105208321871152748e+02,-1.082694719876151415e-02,1.189684576375033430e+03,3.358966369665315869e+04,2.375095488339335361e+02,8.715753406327382546e-02
2.614520667625546899e-02,-5.302283229483090859e-02,3.459734803118285740e+00,2.932233555065782427e-01,8.151702950116789452e+02,-2.018659169657641139e-02,1.170794711677342775e+03,3.089762720024492592e+04,2.356164103320750769e+02,8.146582999767515432e-02
2.632896939766377412e-02,-5.308238822570089666e-02,3.462386984074572016e+00,2.929920884743035248e-01,8.154285118909776884e+02,-2.071253270313391792e-02,1.169742459627293556e+03,3.075296267044347405e+04,2.355105063765498699e+02,8.115734231459524606e-02
2.662318974993603884e-02,-5.317783834744135157e-02,3.469282537245153453e+00,2.923925343078308536e-01,8.160982370143867684e+02,-2.207514573026971016e-02,1.167011729249785958e+03,3.038009214441902441e+04,2.352354494778117555e+02,8.036093398253346676e-02
2.691941849431788922e-02,-5.327418991776893681e-02,3.480677067943731107e+00,2.914072442878054003e-01,8.171997904551383272e+02,-2.431847033067581140e-02,1.162515390313584476e+03,2.977410362523078948e+04,2.347818468944931567e+02,7.906260038642216881e-02
2.721969975566936734e-02,-5.337227751344165994e-02,3.488369561697097776e+00,2.907458739960560035e-01,8.179398559998007840e+02,-2.582938960779955842e-02,1.159491172507184501e+03,2.937204351055866937e+04,2.344762622002330659e+02,7.819839262046454631e-02
2.754224617125367730e-02,-5.347794141680226737e-02,3.486506115649311344e+00,2.909058058755878418e-01,8.177608462442594828e+02,-2.546499188452860246e-02,1.160222932348358881e+03,2.946892367938973257e+04,2.345502400164192522e+02,7.840683776503293290e-02
2.788271227570197214e-02,-5.358939860305570596e-02,3.492060775688154983e+00,2.904295987933053214e-01,8.182939484227060802e+02,-2.655496632193641085e-02,1.158043234304935822e+03,2.918110481190744758e+04,2.343298129630779272e+02,7.778718704765161251e-02
2.822759522238921237e-02,-5.370253612564444140e-02,3.492854672957129480e+00,2.903616663466264125e-01,8.183700190745805685e+02,-2.671177169090030792e-02,1.157732087968886162e+03,2.914020542227026817e+04,2.342983306493339626e+02,7.769903918166350121e-02
2.858884637243378282e-02,-5.382107873580053298e-02,3.492805395358634879e+00,2.903658820083342418e-01,8.183652982238603499e+02,-2.670340828031016189e-02,1.157751398168070182e+03,2.914274234902048192e+04,2.343002846111420183e+02,7.770450754856185471e-02
2.895786170385006297e-02,-5.394216742466968056e-02,3.491294424982010813e+00,2.904952047418069561e-01,8.182204881708764788e+02,-2.640861314200786819e-02,1.158343676056910454e+03,2.922064113746076328e+04,2.343602081554872996e+02,7.787237469024398118e-02
2.933136893193231259e-02,-5.406466162814256571e-02,3.489172100427258005e+00,2.906770503948604700e-01,8.180168987664558244e+02,-2.599376305412566188e-02,1.159176186166115940e+03,2.933042074913279066e+04,2.344444112304714167e+02,7.810879760705448371e-02
2.970509416726298257e-02,-5.418713089038360020e-02,3.486732739433930028e+00,2.908863461520816429e-01,8.177826256415743273e+02,-2.551639945775021137e-02,1.160133910628210970e+03,2.945712400934007019e+04,2.345412415447537455e+02,7.838145689592682097e-02
3.007639207224898498e-02,-5.430869450785780206e-02,3.484298561399314931e+00,2.910955024381330358e-01,8.175485607896756619e+02,-2.503969715510757921e-02,1.161090509698429969e+03,2.958411971319065196e+04,2.346379181872816559e+02,7.865452012730941855e-02
3.044373265475497012e-02,-5.442885368480622488e-02,3.482030041281676258e+00,2.912906996767931078e-01,8.173301645345906081e+02,-2.459521378587330165e-02,1.161982825865593895e+03,2.970298001821574871e+04,2.347280623212961075e+02,7.890988741137414109e-02
3.077004701123745370e-02,-5.453550290963415231e-02,3.487252271164468898e+00,2.908417449919108444e-01,8.178325451339220535e+02,-2.562157850088874270e-02,1.159929859348655100e+03,2.943009178731793509e+04,2.345206143806826447e+02,7.832330374839323317e-02
3.116744930116202572e-02,-5.466563980561781749e-02,3.477040574377379567e+00,2.917209602144766878e-01,8.168489292583716406e+02,-2.361391899715644879e-02,1.163948199553784207e+03,2.996613801122882433e+04,2.349264875646847486e+02,7.947457833456623988e-02
3.148665662806218041e-02,-5.476977159432674935e-02,3.484321102897861788e+00,2.910935641634058713e-01,8.175507296551011223e+02,-2.504579445236526994e-02,1.161081647024570202e+03,2.958294109889697938e+04,2.346370226828851742e+02,7.865198693187790135e-02
3.188410975206553560e-02,-5.489978258337230299e-02,3.474249252453688097e+00,2.919622298207041888e-01,8.165791729307819651e+02,-2.306391016608265454e-02,1.165049383055130420e+03,3.011440518629135113e+04,2.350375904532678817e+02,7.979231495870986457e-02
3.219302784478587226e-02,-5.500045230465154533e-02,3.481803307784010926e+00,2.913102238129135491e-01,8.173083224815565018e+02,-2.455073380432680821e-02,1.162072054286958746e+03,2.971488682303059977e+04,2.347370745080173435e+02,7.893545797261762587e-02
3.254059185031426410e-02,-5.511403694582066998e-02,3.479259882322610853e+00,2.915294216905084390e-01,8.170631326780556947e+02,-2.405181641473546489e-02,1.163073531809670158e+03,2.984879071747734633e+04,2.348382013167174023e+02,7.922288948282305010e-02
3.289613201925945668e-02,-5.523011815096576932e-02,3.479047949811096885e+00,2.915477016068884208e-01,8.170426877813831652e+02,-2.401146817238977021e-02,1.163157025398542601e+03,2.985997633138757374e+04,2.348466303333779592e+02,7.924688877725731551e-02
3.325197284325574765e-02,-5.534628882789799365e-02,3.478120097533553334e+00,2.916277595010771106e-01,8.169531529691016658e+02,-2.383023738896284521e-02,1.163522646208434708e+03,2.990899837100495279e+04,2.348835376755476148e+02,7.935204771140695612e-02
3.361001261402352808e-02,-5.546313730740903836e-02,3.477519858881931381e+00,2.916795736863314059e-01,8.168952093468238900e+02,-2.371345179195877284e-02,1.163759241131124782e+03,2.994075541812567462e+04,2.349074174976722418e+02,7.942015326462215086e-02
3.397042845265064309e-02,-5.558073532101506786e-02,3.476905946552176552e+00,2.917325875597823193e-01,8.168359274620395354e+02,-2.359395491065122141e-02,1.164001283068999101e+03,2.997327179491929564e+04,2.349318445821185151e+02,7.948987292284512285e-02
3.433385279975442739e-02,-5.569928823033381410e-02,3.476370265702927398e+00,2.917788618076297968e-01,8.167841848186517382e+02,-2.348984293233549042e-02,1.164212528690283534e+03,3.000167426053125018e+04,2.349531615998610619e+02,7.955075992386631545e-02
3.470073381592796158e-02,-5.581894526490777803e-02,3.475870567206336137e+00,2.918220411945374737e-01,8.167359050945536865e+02,-2.339280259905409526e-02,1.164409624454890263e+03,3.002819386135468812e+04,2.349730489967552103e+02,7.960760061638698371e-02
3.507151288232562142e-02,-5.593985154129847703e-02,3.475409461984607873e+00,2.918618972149898960e-01,8.166913432872343037e+02,-2.330335135130222335e-02,1.164591531963044417e+03,3.005268666720600231e+04,2.349914023715837743e+02,7.966008864226341302e-02
3.544659059642416010e-02,-5.606213897157873161e-02,3.474977333421104486e+00,2.918992586478971196e-01,8.166495723426982067e+02,-2.321959789441859628e-02,1.164762037768000482e+03,3.007565895999554414e+04,2.350086040816586603e+02,7.970931076417413219e-02
3.582634314506957102e-02,-5.618593105879376298e-02,3.474569941112552574e+00,2.919344903019777115e-01,8.166101840834289760e+02,-2.314070890649504858e-02,1.164922809644693871e+03,3.009733279918247354e+04,2.350248226178896402e+02,7.975574412035804639e-02
3.621112545132726401e-02,-5.631134416766855194e-02,3.474182550412196591e+00,2.919680002092508997e-01,8.165727220920788341e+02,-2.306574462911713599e-02,1.165075711838687312e+03,3.011795743045182826e+04,2.350402462286261311e+02,7.979992373784423887e-02
3.660127589512186808e-02,-5.643848903638900433e-02,3.473812971461959886e+00,2.919999766530164131e-01,8.165369756822198042e+02,-2.299340105566698850e-02,1.165221605297479755e+03,3.013764731971454239e+04,2.350549619079172885e+02,7.984209565479200021e-02
3.699715417906263709e-02,-5.656748285504681339e-02,3.473606154478810382e+00,2.920178738265046259e-01,8.165169690029451885e+02,-2.286306247956004789e-02,1.165303256685767337e+03,3.014867159243915012e+04,2.350631973489976190e+02,7.986570519957590653e-02
2.426940350537586197e-03,-5.000760564096667915e-02,1.655065821614556176e+00,6.487685091521907532e-01,5.269191593235203754e+02,9.508557410557748613e-01,2.137603352171225652e+03,7.153535520493068034e+05,3.183674947800554378e+02,1.033058049369563136e+00
2.545892044141276258e-03,-4.997053735663908175e-02,1.672964486445632337e+00,6.406807376576029167e-01,5.312040139510684185e+02,9.386868102714791551e-01,2.126272558010378361e+03,6.957822761600890663e+05,3.175225883483399798e+02,1.010149230590736247e+00
2.664955393615896055e-03,-4.993396670722220071e-02,1.691041939833780150e+00,6.327336136852993453e-01,5.354970418066191087e+02,9.264357388890365197e-01,2.114828120198830220e+03,6.764563983847921481e+05,3.166669194847144695e+02,9.874061830776221793e-01
2.784212006396596245e-03,-4.989789765627573176e-02,1.709106619040770436e+00,6.250046016898261891e-01,5.397523678927947230e+02,9.142185787933251317e-01,2.103393280237219642e+03,6.575824554900937947e+05,3.158096527621715381e+02,9.650745107341908158e-01
2.903738012722491789e-03,-4.986233186014690094e-02,1.727159718472635719e+00,6.174835630575138401e-01,5.439704448681682152e+02,9.020361665143649121e-01,2.091969213050249891e+03,6.391536976752376650e+05,3.149508635768861495e+02,9.431507768609688203e-01
3.023604737291685652e-03,-4.982727205771539380e-02,1.745202319006579517e+00,6.101610632016150060e-01,5.481516955599892071e+02,8.898893485733168074e-01,2.080557116146120734e+03,6.211633681360558840e+05,3.140906298313959155e+02,9.216314861600115593e-01
3.143879199461941353e-03,-4.979272199566390361e-02,1.763235403432520387e+00,6.030283038982291455e-01,5.522965174343697754e+02,8.777789734635178531e-01,2.069158201204245415e+03,6.036046926950004417e+05,3.132290313359207516e+02,9.005130703455431762e-01
3.264624549433697582e-03,-4.975868636218905294e-02,1.781259869575915644e+00,5.960770640110915064e-01,5.564052863616998366e+02,8.657058851481059802e-01,2.057773686981443007e+03,5.864708732160130749e+05,3.123661492998039648e+02,8.797918778627478176e-01
3.385900450041055051e-03,-4.972517072801636157e-02,1.799276541497311310e+00,5.892996473378727673e-01,5.604783597982809624e+02,8.536709178049751712e-01,2.046404793316910400e+03,5.697550840440380853e+05,3.115020658980333224e+02,8.594641669505581616e-01
3.507763412119812782e-03,-4.969218149375976418e-02,1.817286179088984488e+00,5.826888365341609255e-01,5.645160794821675836e+02,8.416748916003594649e-01,2.035052736057587254e+03,5.534504708542437293e+05,3.106368639006337276e+02,8.395261014279165046e-01
3.630267090084349224e-03,-4.965972584281121149e-02,1.835289486329497732e+00,5.762378522502326073e-01,5.685187737229904315e+02,8.297186093127298934e-01,2.023718722758302192e+03,5.375501514114501188e+05,3.097706263549759456e+02,8.199737486971081513e-01
3.753462543260292598e-03,-4.962781169906685386e-02,1.853287118409693512e+00,5.699403167598457998e-01,5.724867593510585948e+02,8.178028536609472932e-01,2.012403949037144230e+03,5.220472178323569242e+05,3.089034363128309337e+02,8.008030795487659503e-01
3.877398467634074041e-03,-4.959644768889629601e-02,1.871279687905790245e+00,5.637902214771404186e-01,5.764203433794467628e+02,8.059283852166277962e-01,2.001109595487380602e+03,5.069347400172168855e+05,3.080353765954342293e+02,7.820099694263172863e-01
4.002121401953429719e-03,-4.956564310684574703e-02,1.889267770144705594e+00,5.577818978530634242e-01,5.803198244234380354e+02,7.940959408017119747e-01,1.989836825064102186e+03,4.922057699775049114e+05,3.071665295909797919e+02,7.635902008668369323e-01
4.127675911513720326e-03,-4.953540788463613870e-02,1.907251907882083097e+00,5.519099912209173286e-01,5.841854939141493332e+02,7.823062322893119536e-01,1.978586780877395768e+03,4.778533468347601010e+05,3.062969770798976015e+02,7.455394668833233984e-01
4.254104752467807553e-03,-4.950575256307698790e-02,1.925232615393440261e+00,5.461694372251195695e-01,5.880176371370283732e+02,7.705599457398496499e-01,1.967360584334947134e+03,4.638705023055493366e+05,3.054268000840309583e+02,7.278533750927430601e-01
4.381449019083937489e-03,-4.947668826656699548e-02,1.943210382062458441e+00,5.405554405207241286e-01,5.918165341209022472e+02,7.588577408159127291e-01,1.956159333586051844e+03,4.502502665201197378e+05,3.045560787364505586e+02,7.105274524264636460e-01
4.509748276030202223e-03,-4.944822667989533238e-02,1.961185675536998074e+00,5.350634554757917050e-01,5.955824603991435424e+02,7.472002504286444635e-01,1.944984102226476807e+03,4.369856740492291865e+05,3.036848921691544660e+02,6.935571502863774329e-01
4.639040677473706131e-03,-4.942038002709405603e-02,1.979158944512345197e+00,5.296891686459739290e-01,5.993156876611341204e+02,7.355880805762136099e-01,1.933835938229773774e+03,4.240697700359227019e+05,3.028133184163248188e+02,6.769378500321343584e-01
4.769363074538280484e-03,-4.939316105212328278e-02,1.997130621192015898e+00,5.244284828220219241e-01,6.030164843094003118e+02,7.240218103413270656e-01,1.922715863075749894e+03,4.114956163475497160e+05,3.019414343311613038e+02,6.606648687033382927e-01
4.900751112457326503e-03,-4.936658300119765169e-02,2.015101123468867605e+00,5.192775024773788051e-01,6.066851159354733909e+02,7.125019920200406087e-01,1.911624871051034461e+03,3.992562976787446532e+05,3.010693155146000208e+02,6.447334648959643921e-01
5.033239318582630878e-03,-4.934065960658574196e-02,2.033070856862845499e+00,5.142325204654734083e-01,6.103218457255719613e+02,7.010291513585926726e-01,1.900563928700282077e+03,3.873449275490861619e+05,3.001970362544749378e+02,6.291388447252955762e-01
5.166861182260795889e-03,-4.931540507173406279e-02,2.051040216246490022e+00,5.092900058353900805e-01,6.139269348056020590e+02,6.896037878786146491e-01,1.889533974409451048e+03,3.757546541499054292e+05,2.993246694738732003e+02,6.138761678184907478e-01
5.301649227460122210e-03,-4.929083405758453301e-02,2.069009587384768256e+00,5.044465926509317244e-01,6.175006425335856193e+02,6.782263752742195839e-01,1.878535918105184692e+03,3.644786660039252019e+05,2.984522866876163789e+02,5.989405532892629891e-01
5.437635078922100317e-03,-4.926696166996933496e-02,2.086979348312106630e+00,4.996990697120520242e-01,6.210432267464925644e+02,6.668973618670278602e-01,1.867570641056390969e+03,3.535101974090515869e+05,2.975799579659357050e+02,5.843270856549421799e-01
5.574849522516461299e-03,-4.924380344798033604e-02,2.104949870566303449e+00,4.950443710896712535e-01,6.245549439674769019e+02,6.556171711073777164e-01,1.856638995765935761e+03,3.428425336441429099e+05,2.967077519045384406e+02,5.700308206629087771e-01
5.713322560398042919e-03,-4.922137535322142210e-02,2.122921520296314313e+00,4.904795673952639934e-01,6.280360495786945876e+02,6.443862021117958694e-01,1.845741805941888060e+03,3.324690159200655762e+05,2.958357356003599534e+02,5.560467909991004820e-01
5.853083461492817295e-03,-4.919969375986233545e-02,2.140894659258612887e+00,4.860018577156017816e-01,6.314867979641801412e+02,6.332048302283671548e-01,1.834879866539077511e+03,3.223830460639839293e+05,2.949639746323916256e+02,5.423700118562031491e-01
5.994160807779897772e-03,-4.917877544542129803e-02,2.158869645714903029e+00,4.816085621508245929e-01,6.349074426266673754e+02,6.220734076229222920e-01,1.824053943862810002e+03,3.125780909287221148e+05,2.940925330470427070e+02,5.289954863432942966e-01
6.136582536782937344e-03,-4.915863758221140217e-02,2.176846835242272959e+00,4.772971149008231606e-01,6.382982362817250532e+02,6.109922638800939776e-01,1.813264775727592450e+03,3.030476865223759669e+05,2.932214733475657340e+02,5.159182107223698743e-01
6.280375980638322649e-03,-4.913929772939268359e-02,2.194826581465451731e+00,4.730650578508463489e-01,6.416594309321399123e+02,5.999617066142258759e-01,1.802513071664522613e+03,2.937854418561198399e+05,2.923508564871279987e+02,5.031331794602577068e-01
6.425567902066879611e-03,-4.912077382557769600e-02,2.212809236719641692e+00,4.689100346124376317e-01,6.449912779251139909e+02,5.889820220858957844e-01,1.791799513171710259e+03,2.847850425104866154e+05,2.914807418651575404e+02,4.906353900870883966e-01
6.572184527540920682e-03,-4.910308418194374996e-02,2.230795152651282365e+00,4.648297849803812443e-01,6.482940279945026987e+02,5.780534758205306822e-01,1.781124754002755935e+03,2.760402539223995409e+05,2.906111873266401631e+02,4.784198478548447042e-01
6.720251577906805746e-03,-4.908624747580980774e-02,2.248784680763266763e+00,4.608221397703408662e-01,6.515679312900595050e+02,5.671763132261146145e-01,1.770489420488809174e+03,2.675449243968271767e+05,2.897422491640725184e+02,4.664815701914412638e-01
6.869794296696441101e-03,-4.907028274464017570e-02,2.266778172910264288e+00,4.568850160054283016e-01,6.548132373953959586e+02,5.563507602075395964e-01,1.759894111890239628e+03,2.592929878483279608e+05,2.888739821218131851e+02,4.548155909475471437e-01
7.020837476336768898e-03,-4.905520938044077850e-02,2.284775981749187945e+00,4.530164124230635081e-01,6.580301953361628193e+02,5.455770237755180885e-01,1.749339400774357046e+03,2.512784662788521382e+05,2.880064394025997672e+02,4.434169644348217032e-01
7.173405482444788865e-03,-4.904104712451735903e-02,2.302778461149226796e+00,4.492144052762669371e-01,6.612190535797803932e+02,5.348552926483507441e-01,1.738825833415952275e+03,2.434954719990618469e+05,2.871396726760210640e+02,4.322807692554779813e-01
7.327522276377663318e-03,-4.902781606256773062e-02,2.320785966565306335e+00,4.454771444059982266e-01,6.643800600278713091e+02,5.241857378451705296e-01,1.728353930217828065e+03,2.359382096012061811e+05,2.862737320887604255e+02,4.214021119242471469e-01
7.483211436189919283e-03,-4.901553662008296258e-02,2.338798855378484642e+00,4.418028495633330444e-01,6.675134620024323340e+02,5.135685132694878252e-01,1.717924186148665513e+03,2.286009776920929726e+05,2.854086662764376570e+02,4.107761302846510976e-01
7.640496176135275729e-03,-4.900422955803485775e-02,2.356817487206294803e+00,4.381898069622467973e-01,6.706195062266399418e+02,5.030037562821453312e-01,1.707537071195924455e+03,2.214781703952011303e+05,2.845445223768996925e+02,4.003979967223745828e-01
7.799399364837519832e-03,-4.899391596882907846e-02,2.374842224185764739e+00,4.346363660455073163e-01,6.736984388010922657e+02,4.924915882629322117e-01,1.697193030831635497e+03,2.145642786312603275e+05,2.836813460448202022e+02,3.902629211791462938e-01
7.959943542243261283e-03,-4.898461727250534581e-02,2.392873431231536951e+00,4.311409364477492567e-01,6.767505051761900177e+02,4.820321151602884879e-01,1.686892486489156909e+03,2.078538911868537834e+05,2.828191814674826787e+02,3.803661539711158945e-01
8.122150935458078910e-03,-4.897635521316785062e-02,2.410911476271211829e+00,4.277019851412096618e-01,6.797759501212783562e+02,4.716254280286711342e-01,1.676635836049165164e+03,2.013416955807487248e+05,2.819580713816337720e+02,3.707029884162071909e-01
8.286043473559495318e-03,-4.896915185563054801e-02,2.428956730459836066e+00,4.243180337508604127e-01,6.827750176911005155e+02,4.612716035532596903e-01,1.666423454333276368e+03,1.950224787376998283e+05,2.810980570913016550e+02,3.612687632752922817e-01
8.451642801470423544e-03,-4.896302958226352031e-02,2.447009568375256183e+00,4.209876560268069334e-01,6.857479511900496618e+02,4.509707045617769028e-01,1.656255693603860891e+03,1.888911274794782221e+05,2.802391784864848319e+02,3.520588650123656072e-01
8.618970292970522945e-03,-4.895801109002777263e-02,2.465070368195827477e+00,4.177094754628536966e-01,6.886949931346478024e+02,4.407227805232999951e-01,1.646132884068743806e+03,1.829426288428216067e+05,2.793814740626249318e+02,3.430687298791576523e-01
8.788047062914795121e-03,-4.895411938768712279e-02,2.483139511861899518e+00,4.144821630510448496e-01,6.916163852146370346e+02,4.305278680339854058e-01,1.636055334389560358e+03,1.771720702338743140e+05,2.785249809407815178e+02,3.342938458297928794e-01
8.958893978723625473e-03,-4.895137779318688154e-02,2.501217385222229694e+00,4.113044351628436512e-01,6.945123682530107772e+02,4.203859912897198181e-01,1.626023332192717817e+03,1.715746394285808201e+05,2.776697348884388816e+02,3.257297542713101235e-01
9.131531671202985576e-03,-4.894980993118981660e-02,2.519304378166488778e+00,4.081750515483479891e-01,6.973831821652934195e+02,4.102971625457259019e-01,1.616037144581918710e+03,1.661456244282684638e+05,2.768157703408741099e+02,3.173720516558935500e-01
9.305980544747485123e-03,-4.894943973076107402e-02,2.537400884744801299e+00,4.050928134456419638e-01,7.002290659183227035e+02,4.002613825632239664e-01,1.606097018651354347e+03,1.608804131794828281e+05,2.759631204230261687e+02,3.092163909207827910e-01
9.482260786975846636e-03,-4.895029142319428511e-02,2.555507303275226239e+00,4.020565617929965363e-01,7.030502574887709670e+02,3.902786410432736441e-01,1.596203181998731452e+03,1.557744931668992795e+05,2.751118169718074000e+02,3.012584827818520217e-01
9.660392377843452991e-03,-4.895238953997194803e-02,2.573624036439970286e+00,3.990651755372011111e-01,7.058469938216096580e+02,3.803489170479425474e-01,1.586355843237357249e+03,1.508234508878745546e+05,2.742618905588052485e+02,2.934940968868320343e-01
