x,y,M,mu,V,theta,T,p,a,rho
9.916456208604483569e-02,-2.215429043146213001e-02,3.368491008506673268e+00,3.014119872694998037e-01,8.060709916221006779e+02,6.219290044339056966e-02,1.207662223885047524e+03,3.632478588165736437e+04,2.392973558743295257e+02,9.285145022239128798e-02
1.012247285742383374e-01,-2.265674275010536032e-02,3.394378176976796002e+00,2.990419063844741432e-01,8.086957487595362863e+02,4.989280030550944517e-02,1.197070004843936204e+03,3.469236871667378728e+04,2.382456245578981111e+02,8.946342376835031418e-02
1.033020397923496703e-01,-2.318528497978723096e-02,3.420786905220832619e+00,2.966627797961954860e-01,8.113379075094122754e+02,3.785425892281930882e-02,1.186372783621352710e+03,3.310447810778080748e+04,2.371787340132593158e+02,8.613837616935472730e-02
1.053752256652600028e-01,-2.373415295433252414e-02,3.447600037210466262e+00,2.942862389413487545e-01,8.139843985201765690e+02,2.611771230238402880e-02,1.175623043849017904e+03,3.156850229436248992e+04,2.361017489658662214e+02,8.289283588671388092e-02
1.072058018987833566e-01,-2.423717219670327300e-02,3.473517105970718166e+00,2.920255804396483801e-01,8.165083541452139571e+02,1.524575507728104413e-02,1.165338415082405163e+03,3.015341955493175919e+04,2.350667433713502135e+02,7.987587291020895042e-02
1.168033504603874367e-01,-2.696355833828953039e-02,3.534529842105347708e+00,2.868403217481494405e-01,8.223205869096077549e+02,3.391000506195735419e-03,1.141533608598584806e+03,2.707404349186895342e+04,2.326534570775589827e+02,7.321423514746713823e-02
1.171397533173933192e-01,-2.706154999623719068e-02,3.537924135148127203e+00,2.865573338514801893e-01,8.226386858908093700e+02,2.720033080277020881e-03,1.140225916618788460e+03,2.691255497030621700e+04,2.325201599769088432e+02,7.286100070829391873e-02
1.178203640000495545e-01,-2.726009334314194801e-02,3.546790463871584809e+00,2.858207990416624655e-01,8.234670261567401894e+02,9.965171639315911073e-04,1.136818270186869995e+03,2.649539576735805531e+04,2.321724484557977064e+02,7.194663331023498642e-02
1.187461744857722518e-01,-2.753115659207231933e-02,3.561466537907318042e+00,2.846100481432429219e-01,8.248300008157928005e+02,-1.834060307537352559e-03,1.131203767566898478e+03,2.581948812272265786e+04,2.315984137535810703e+02,7.045923036148378504e-02
1.194780012677675307e-01,-2.774671202183848912e-02,3.571350905583616342e+00,2.838004520628006899e-01,8.257422811822448239e+02,-3.738427598360081431e-03,1.127440622951822206e+03,2.537431264733650096e+04,2.312128667869743595e+02,6.947550587009225509e-02
1.197173823873256271e-01,-2.781750526907249624e-02,3.568876914405883394e+00,2.840026498657876597e-01,8.255143711272852443e+02,-3.279463146188306075e-03,1.128381138757241160e+03,2.548498837775436914e+04,2.313092860656165328e+02,6.972037776377053298e-02
1.203763940119010334e-01,-2.801221372170052334e-02,3.575982464107801295e+00,2.834227016847263858e-01,8.261681860248838802e+02,-4.650049481211862741e-03,1.125682346679543343e+03,2.516844873304041903e+04,2.310325048618522032e+02,6.901948317887841855e-02
1.207826893383591171e-01,-2.813260516997816152e-02,3.576935267200458402e+00,2.833451174386809601e-01,8.262556794814669274e+02,-4.845736107377049753e-03,1.125321032450189932e+03,2.512631276972483829e+04,2.309954242275533716e+02,6.892605708871825387e-02
1.211605860482505292e-01,-2.824463022966604633e-02,3.576796807553587421e+00,2.833563891672850610e-01,8.262429677045408880e+02,-4.833207510200278681e-03,1.125373529561634996e+03,2.513243136645122649e+04,2.310008122238468218e+02,6.893962542735299071e-02
1.214676463195418776e-01,-2.833565586090068533e-02,3.574773215338132637e+00,2.835212297067803977e-01,8.260570831355748851e+02,-4.460861006668978730e-03,1.126141103617597764e+03,2.522203061873097977e+04,2.310795771858325907e+02,6.913824450614058925e-02
1.217465143733492544e-01,-2.841826118021609573e-02,3.571964489657766695e+00,2.837503493987011405e-01,8.257987619299320841e+02,-3.938275286207501037e-03,1.127207503861126042e+03,2.534694040637385478e+04,2.311889617942570396e+02,6.941491279654228574e-02
1.220086631929338944e-01,-2.849583031164045627e-02,3.568751920460317972e+00,2.840128733019346430e-01,8.255028488155081732e+02,-3.338029656643050434e-03,1.128428680955365053e+03,2.549059327734290491e+04,2.313141589032140644e+02,6.973277327033011730e-02
1.222687261386828372e-01,-2.857268672935517340e-02,3.565551184197571111e+00,2.842749207653174071e-01,8.252075472536046163e+02,-2.739531484776650590e-03,1.129646897974932244e+03,2.563455299967598330e+04,2.314389850609641996e+02,7.005096859686681110e-02
1.225337313874712009e-01,-2.865090680744773743e-02,3.562568588308961282e+00,2.845195507885971975e-01,8.249319408740517474e+02,-2.182343356607351070e-03,1.130783472599014431e+03,2.576945680885088950e+04,2.315553849492680456e+02,7.034883695188834385e-02
1.230281483490909544e-01,-2.879667304209863887e-02,3.556052829888669109e+00,2.850554564838244098e-01,8.243284047591134822e+02,-9.460696719157547091e-04,1.133271072392899669e+03,2.606672152894978717e+04,2.318099432692964683e+02,7.100414775438379511e-02
1.236339080781423683e-01,-2.897480481629211707e-02,3.552370652159091868e+00,2.853592136417367198e-01,8.239864542124438458e+02,-2.529284830543942022e-04,1.134679684796330775e+03,2.623627408415398895e+04,2.319539639568956488e+02,7.137727928059205140e-02
1.243663813005328328e-01,-2.918988855172654009e-02,3.561994587110849597e+00,2.845666789052339052e-01,8.248788526475692606e+02,-2.113089668012181881e-03,1.131002359811139286e+03,2.579550304132265592e+04,2.315777951017697944e+02,7.040631272671210583e-02
1.245959982939341126e-01,-2.925757974556372418e-02,3.558676858967695811e+00,2.848393901735752909e-01,8.245717003752613437e+02,-1.491022643178051450e-03,1.132268497876367746e+03,2.594658361941726253e+04,2.317073825619710590e+02,7.073948079178067616e-02
1.249595687400580774e-01,-2.936462243825531393e-02,3.558345661967876161e+00,2.848666430827155871e-01,8.245410101476271620e+02,-1.441894817216970732e-03,1.132394982717874200e+03,2.596171550136366932e+04,2.317203241271480181e+02,7.077282962717057480e-02
1.252849571245424620e-01,-2.946041580395501389e-02,3.557099524487910891e+00,2.849692302947592348e-01,8.244254912688227250e+02,-1.217142119643926977e-03,1.132871033003848424e+03,2.601873124779980208e+04,2.317690257450722413e+02,7.089845199934639852e-02
1.256303158598529035e-01,-2.956204253517849198e-02,3.556273455723395926e+00,2.850372770324685057e-01,8.243488732594822750e+02,-1.073001729563701628e-03,1.133186737031593111e+03,2.605659838322044379e+04,2.318013177340993423e+02,7.098185522975486439e-02
1.259774649196350460e-01,-2.966416739231707636e-02,3.555430798453349528e+00,2.851067242124459278e-01,8.242706836618572197e+02,-9.256528474039784835e-04,1.133508886528750281e+03,2.609528453412918680e+04,2.318342643654951587e+02,7.106703838291615616e-02
1.263320101855805178e-01,-2.976843806775675977e-02,3.554688816551808017e+00,2.851679027130684663e-01,8.242018080564129150e+02,-7.976226580601122624e-04,1.133792636068724732e+03,2.612939777551493171e+04,2.318632799075565742e+02,7.114213236008389007e-02
1.266921489040201410e-01,-2.987432760265906762e-02,3.553993392904755577e+00,2.852252665419192645e-01,8.241372308114637235e+02,-6.785219260339717985e-04,1.134058655946448425e+03,2.616141223594608527e+04,2.318904791598046984e+02,7.121258917599879168e-02
1.270584841770569795e-01,-2.998201450404049118e-02,3.553347731070342519e+00,2.852785466032212724e-01,8.240772541154834698e+02,-5.689705204197915934e-04,1.134305705626741656e+03,2.619117209804114100e+04,2.319157359438205503e+02,7.127806930092923932e-02
1.274309193290522890e-01,-3.009147174093252525e-02,3.552739455932208745e+00,2.853287599899382299e-01,8.240207324071041057e+02,-4.665935680897548266e-04,1.134538507430547952e+03,2.621924068554334372e+04,2.319395335988374995e+02,7.133981508110787129e-02
1.278096213838646189e-01,-3.020274933568216011e-02,3.552163071445431530e+00,2.853763573401935649e-01,8.239671579620323882e+02,-3.703371358316234980e-04,1.134759155295573464e+03,2.624586633098942184e+04,2.319620865904524010e+02,7.139837494790823857e-02
1.281947079885456531e-01,-3.031588260737089549e-02,3.551612451728524800e+00,2.854218421068353551e-01,8.239159637327944665e+02,-2.790254097995335195e-04,1.134969986770280912e+03,2.627132784642316255e+04,2.319836341748957125e+02,7.145436380687116007e-02
1.285863387723314988e-01,-3.043091897495202661e-02,3.551082896573475978e+00,2.854656006830761927e-01,8.238667145351364525e+02,-1.917560417963245784e-04,1.135172795724195794e+03,2.629583934414700707e+04,2.320043599461181429e+02,7.150825379371250623e-02
1.289846814099820660e-01,-3.054790803350499601e-02,3.550570242390894027e+00,2.855079756564312676e-01,8.238190245699910292e+02,-1.077293812935635611e-04,1.135369172181106478e+03,2.631959102443093434e+04,2.320244265933027634e+02,7.156046409597048574e-02
1.293899186523367606e-01,-3.066690363076483156e-02,3.550070958243334740e+00,2.855492577600358128e-01,8.237725664646671930e+02,-2.626706287491778079e-05,1.135560465187722230e+03,2.634274453547635858e+04,2.320439721216983457e+02,7.161135083044445349e-02
1.298022431893974815e-01,-3.078796237593518087e-02,3.549581970998067604e+00,2.855897002309815136e-01,8.237270550990738229e+02,5.322153126392300149e-05,1.135747849497193329e+03,2.636544091186025980e+04,2.320631166794717615e+02,7.166122455896367649e-02
1.302218574123959749e-01,-3.091114358105893911e-02,3.549100606640213762e+00,2.856295235930247367e-01,8.236822422126188030e+02,1.312504917994367244e-04,1.135932347837237785e+03,2.638780317591825951e+04,2.320819648424575803e+02,7.171035605427297788e-02
1.306489720103725938e-01,-3.103650885871212656e-02,3.548624518042056586e+00,2.856689215757350353e-01,8.236379097347318066e+02,2.082712263670484498e-04,1.136114858419056873e+03,2.640993959580842420e+04,2.321006084321290075e+02,7.175898349761233863e-02
1.310838053930604430e-01,-3.116412195992045164e-02,3.548151634598300852e+00,2.857080652385403652e-01,8.235938651375410018e+02,2.846821103800334244e-04,1.136296174108575997e+03,2.643194595170457978e+04,2.321191284799143091e+02,7.180731748741484011e-02
1.315265830090029953e-01,-3.129404857971740395e-02,3.547680118357330326e+00,2.857471065673213295e-01,8.235499373836225914e+02,3.608368982394107071e-04,1.136476999138878682e+03,2.645390751740607448e+04,2.321375969389675902e+02,7.185554541580348176e-02
1.319775373139944197e-01,-3.142635635204695660e-02,3.547208329449178521e+00,2.857861813094108028e-01,8.235059737319285205e+02,4.370513532513159894e-04,1.136657962282770313e+03,2.647590062305249739e+04,2.321560780332868887e+02,7.190383491948872108e-02
1.324369072922492729e-01,-3.156111471219019693e-02,3.546734796880988583e+00,2.858254113703034838e-01,8.234618370378093459e+02,5.136088505315352087e-04,1.136839627985995094e+03,2.649799397844208943e+04,2.321746293977110440e+02,7.195233680066388804e-02
1.329049384961651925e-01,-3.169839491027999501e-02,3.546258194307848832e+00,2.858649068031773322e-01,8.234174035119264090e+02,5.907650269156663504e-04,1.137022505607229505e+03,2.652024977286544890e+04,2.321933030239044342e+02,7.200118745378719654e-02
1.333818830116810517e-01,-3.183827000202429924e-02,3.545777319974221964e+00,2.859047674567766206e-01,8.233725608641359486e+02,6.687516316445192219e-04,1.137207057070111205e+03,2.654272458706330144e+04,2.322121460436556788e+02,7.205051087720387715e-02
1.338679995135242939e-01,-3.198081486496757997e-02,3.545291079749901986e+00,2.859450843699617439e-01,8.233272067328598496e+02,7.477797841681263318e-04,1.137393703337497527e+03,2.656547016605952740e+04,2.322312013914921067e+02,7.210042037721828279e-02
1.343635533781134539e-01,-3.212610623091070872e-02,3.544798472859624461e+00,2.859859409454998391e-01,8.232812473632013734e+02,8.280427155912158110e-04,1.137582829859776211e+03,2.658853407047585279e+04,2.322505083622009465e+02,7.215102000370945956e-02
1.348688168424516387e-01,-3.227422273113866868e-02,3.544298579777251934e+00,2.860274139464390464e-01,8.232345964849644133e+02,9.097180951364711903e-04,1.137774791198674166e+03,2.661196023016591425e+04,2.322701030838948668e+02,7.220240576996250770e-02
1.353840692033529136e-01,-3.242524495285015879e-02,3.543790551930090071e+00,2.860695743440482275e-01,8.231871743579109761e+02,9.929700094923406446e-04,1.137969914961357972e+03,2.663578941604824286e+04,2.322900189204382855e+02,7.225466669184166246e-02
1.359095970385940100e-01,-3.257925550143588728e-02,3.543273602857282878e+00,2.861124880465333864e-01,8.231389069513486447e+02,1.077950663321085387e-03,1.138168505180533430e+03,2.666005964625425986e+04,2.323102868171322370e+02,7.230788568188427357e-02
1.364456945019309198e-01,-3.273633908385696623e-02,3.542747000709503435e+00,2.861562165176217976e-01,8.230897252477791426e+02,1.164801822382035765e-03,1.138370845183023221e+03,2.668480653141904259e+04,2.323309355940290857e+02,7.236214030908952322e-02
1.369926635782701130e-01,-3.289658257982679135e-02,3.542210061739674121e+00,2.862008173138690936e-01,8.230395646381221013e+02,1.253656066571538991e-03,1.138577200080696912e+03,2.671006357517457218e+04,2.323519922005713738e+02,7.241750345977136794e-02
1.375508144214572515e-01,-3.306007513669967368e-02,3.541662144665056466e+00,2.862463445504555004e-01,8.229883643974987990e+02,1.344637875774932047e-03,1.138787818929198011e+03,2.673586243517646653e+04,2.323734819362141195e+02,7.247404391128027534e-02
1.381204656919746698e-01,-3.322690826383632723e-02,3.541102645810640492e+00,2.862928493028090160e-01,8.229360672333071989e+02,1.437864565750025672e-03,1.139002936588637340e+03,2.676223314865031716e+04,2.323954286405380856e+02,7.253182682743146426e-02
1.387019449232629875e-01,-3.339717593486848934e-02,3.540530994870207504e+00,2.863403799575272579e-01,8.228826188904130277e+02,1.533447105476377697e-03,1.139222775348765254e+03,2.678920432994914518e+04,2.324178548592481093e+02,7.259091419214312724e-02
1.392955889118744628e-01,-3.357097469645698579e-02,3.539946651213913054e+00,2.863889825184153803e-01,8.228279678069039846e+02,1.631490829599268602e-03,1.139447546345679257e+03,2.681680334330805999e+04,2.324407819888305653e+02,7.265136518833234525e-02
1.399017441315071886e-01,-3.374840378355326714e-02,3.539349100649229474e+00,2.864387008753024877e-01,8.227720648117762039e+02,1.732096063856699251e-03,1.139677450805633271e+03,2.684505645504731729e+04,2.324642304035093616e+02,7.271323653143993426e-02
1.405207671710609063e-01,-3.392956524119653677e-02,3.538737852572317877e+00,2.864895770408025233e-01,8.227148628587327721e+02,1.835358675565442821e-03,1.139912681139941469e+03,2.687398896807828714e+04,2.324882195669564453e+02,7.277658276388239422e-02
1.411530252052686507e-01,-3.411456405533650621e-02,3.538112437482971107e+00,2.865416513571949486e-01,8.226563167936434411e+02,1.941370554287199027e-03,1.140153421901124830e+03,2.690362533988018185e+04,2.325127681298011169e+02,7.284145651302949276e-02
1.417988964667972474e-01,-3.430350828356491799e-02,3.537472404719393282e+00,2.865949626853409038e-01,8.225963831422546946e+02,2.050220050381300861e-03,1.140399850655472164e+03,2.693398929066975325e+04,2.325378940185701424e+02,7.290790872745676887e-02
1.424587707854752250e-01,-3.449650920494297390e-02,3.536817320481766558e+00,2.866495485698599133e-01,8.225350199246429383e+02,2.161992358091804206e-03,1.140652138745356297e+03,2.696510389843730809e+04,2.325636145133448736e+02,7.297598888421444330e-02
1.431330501238901876e-01,-3.469368146819896276e-02,3.536146766070669134e+00,2.867054453866852981e-01,8.224721864895249155e+02,2.276769857407023520e-03,1.140910451969659789e+03,2.699699168428905250e+04,2.325899463170324850e+02,7.304574517466705386e-02
1.438221491577083566e-01,-3.489514325241672987e-02,3.535460336287421068e+00,2.867626884773816220e-01,8.224078433634934981e+02,2.394632424891078755e-03,1.141174951202596731e+03,2.702967469056279151e+04,2.326169056183224484e+02,7.311722467432031636e-02
1.445264958880818074e-01,-3.510101643648398662e-02,3.534757637991837065e+00,2.868213122705794427e-01,8.223419521147759497e+02,2.515657714339522132e-03,1.141445792952614283e+03,2.706317455189780958e+04,2.326445081485032915e+02,7.319047349704307925e-02
1.452465322888870924e-01,-3.531142677806738128e-02,3.534038288781463866e+00,2.868813503935063736e-01,8.222744752281655565e+02,2.639921414181833730e-03,1.141723129875155337e+03,2.709751256093928896e+04,2.326727692335460915e+02,7.326553693737085371e-02
1.459827149920964739e-01,-3.552650410303794665e-02,3.533301915784798908e+00,2.869428357742263569e-01,8.222053759904350727e+02,2.767497483072211412e-03,1.142007111242132623e+03,2.713270972901348432e+04,2.327017038417480137e+02,7.334245960163339462e-02
1.467355160152485349e-01,-3.574638250646158116e-02,3.532548154540196883e+00,2.870058007369387099e-01,8.221346183835894408e+02,2.898458369125617249e-03,1.142297883378990718e+03,2.716878684310764220e+04,2.327313266280442861e+02,7.342128553082832854e-02
1.475054235324003982e-01,-3.597120056550756617e-02,3.531776647952843184e+00,2.870702770909666079e-01,8.220621669852476998e+02,3.032875214270623360e-03,1.142595590072270625e+03,2.720576451951045601e+04,2.327616519752876627e+02,7.350205831602046880e-02
1.482929426941015372e-01,-3.620110156583752903e-02,3.530987045310962191e+00,2.871362962150064702e-01,8.219879868743898896e+02,3.170818047359759504e-03,1.142900372954934028e+03,2.724366325500964740e+04,2.327926940332346533e+02,7.358482120822638917e-02
1.490985964986709655e-01,-3.643623374207975024e-02,3.530179001349466272e+00,2.872038891376212932e-01,8.219120435413634596e+02,3.312355968318160364e-03,1.143212371873992652e+03,2.728250347621477340e+04,2.328244667557012804e+02,7.366961722402319557e-02
1.499229267197209614e-01,-3.667675053376361072e-02,3.529352175343171805e+00,2.872730866154795115e-01,8.218343028004628650e+02,3.457557326799995910e-03,1.143531725247355553e+03,2.732230558787201153e+04,2.328569839365925418e+02,7.375648924876879176e-02
1.507664948935731886e-01,-3.692281085770288129e-02,3.528506230215910033e+00,2.873439192104890183e-01,8.217547307037934843e+02,3.606489898005930516e-03,1.143858570415193526e+03,2.736309002084528038e+04,2.328902592453436284e+02,7.384548013889778717e-02
1.516298833881003505e-01,-3.717457940302393987e-02,3.527640831721647441e+00,2.874164173611377104e-01,8.216732934616886723e+02,3.759221044805482765e-03,1.144193043964166009e+03,2.740487727707522208e+04,2.329243062595676008e+02,7.393663281741838511e-02
1.525136965081684004e-01,-3.743222693567929693e-02,3.526755647550846806e+00,2.874906114603386631e-01,8.215899573558648399e+02,3.915817894607028470e-03,1.144535282081241121e+03,2.744768797861214262e+04,2.329591385006833377e+02,7.402999037808373484e-02
1.534185617228130682e-01,-3.769593063716673159e-02,3.525850346460716711e+00,2.875665319315466872e-01,8.215046886545710549e+02,4.076347511892202367e-03,1.144885420899075370e+03,2.749154291601503792e+04,2.329947694686490252e+02,7.412559618794445360e-02
1.543451309508184210e-01,-3.796587445887153467e-02,3.524924597410596938e+00,2.876442093047296700e-01,8.214174535279541942e+02,4.240877070072006025e-03,1.145243596840232385e+03,2.753646309704862506e+04,2.330312126765395533e+02,7.422349399030159223e-02
1.552940819494013913e-01,-3.824224950494550801e-02,3.523978068663330188e+00,2.877236742955007753e-01,8.213282179599350457e+02,4.409474030270157940e-03,1.145609946975451521e+03,2.758246979761822149e+04,2.330684816865136213e+02,7.432372801227019044e-02
1.562661198063286516e-01,-3.852525444367457114e-02,3.523010426851055144e+00,2.878049578875748193e-01,8.212369476564105071e+02,4.582206327388816704e-03,1.145984609396665064e+03,2.762958461507813627e+04,2.331065901472367727e+02,7.442634307722174880e-02
1.572619785429170136e-01,-3.881509594935143165e-02,3.522021336006857073e+00,2.878880914184621109e-01,8.211436079498960225e+02,4.759142563201938271e-03,1.146367723604306320e+03,2.767782952390783612e+04,2.331455518327096854e+02,7.453138472206512211e-02
1.582824228432065106e-01,-3.911198917893463078e-02,3.521010456538031796e+00,2.879731066704745435e-01,8.210481636982741520e+02,4.940352211240453366e-03,1.146759430918407816e+03,2.772722693500952664e+04,2.331853806834627960e+02,7.463889932206352329e-02
1.593282499167943955e-01,-3.941615828548179074e-02,3.519977444152876167e+00,2.880600359660890342e-01,8.209505791787388489e+02,5.125905831200085368e-03,1.147159874909014206e+03,2.777779975813168858e+04,2.332260908496560603e+02,7.474893422207078142e-02
1.604002915139086938e-01,-3.972783697355230376e-02,3.518921948710642233e+00,2.881489122702702854e-01,8.208508179740183550e+02,5.315875298828937577e-03,1.147569201857811322e+03,2.782957146899490181e+04,2.332676967372873946e+02,7.486153787757740541e-02
1.614994161089116365e-01,-4.004726910104867976e-02,3.517843613029579597e+00,2.882397692968692304e-01,8.207488428541257690e+02,5.510334044575408881e-03,1.147987561237600175e+03,2.788256617951426233e+04,2.333102130561437377e+02,7.497676000202599389e-02
1.626265317477773864e-01,-4.037470947119988635e-02,3.516742075478976659e+00,2.883326412964752894e-01,8.206446160156945098e+02,5.709356557172578540e-03,1.148415104724478851e+03,2.793680852262942790e+04,2.333536547186001826e+02,7.509465131076439870e-02
1.637826405019854326e-01,-4.071043960811241563e-02,3.515617381826278365e+00,2.884275283044652749e-01,8.205381380783481973e+02,5.912938285097122521e-03,1.148851826258102392e+03,2.799230332185733641e+04,2.333980205923599840e+02,7.521521935401030701e-02
1.648680292147051696e-01,-4.102550495926746144e-02,3.519218387275663940e+00,2.881239455151334838e-01,8.208788415521954676e+02,5.198189466935128344e-03,1.147454224251325513e+03,2.781502121908855406e+04,2.332560106301511098e+02,7.482989509009828344e-02
1.661754870961713593e-01,-4.140561523546422429e-02,3.515359953057233700e+00,2.884492557073530805e-01,8.205137580250761857e+02,5.933373567805317120e-03,1.148951813594158011e+03,2.800502137718404629e+04,2.334081769667691333e+02,7.524284415779194934e-02
1.673352898372351127e-01,-4.174228302759085824e-02,3.517505577985183596e+00,2.882682629933185359e-01,8.207168643670189567e+02,5.501210972377120097e-03,1.148118744298415550e+03,2.789920028199948138e+04,2.333235431106617170e+02,7.501291753459492229e-02
1.687231063376315177e-01,-4.214551668074500990e-02,3.513100570914108545e+00,2.886400938358262280e-01,8.202996443337642631e+02,6.343222699138487478e-03,1.149829807832007191e+03,2.811690004339130246e+04,2.334973416716967449e+02,7.548575164520675285e-02
1.699403441554396266e-01,-4.249856770590673682e-02,3.514982953962284995e+00,2.884810810344139997e-01,8.204780481986275618e+02,5.961906213724704057e-03,1.149098261169016268e+03,2.802365745076306848e+04,2.334230518170049322e+02,7.528331910888928780e-02
1.714108312076529916e-01,-4.292542625733602318e-02,3.510602095471660800e+00,2.888514255457018676e-01,8.200625867667583861e+02,6.799844740905772698e-03,1.150801618397092170e+03,2.824115428858479936e+04,2.335959942098138526e+02,7.575531168410171157e-02
1.726888427276944971e-01,-4.329576442380415197e-02,3.512325049401903154e+00,2.887056571555905449e-01,8.202260943128670760e+02,6.449222540377329803e-03,1.150131354046732213e+03,2.815540790432509675e+04,2.335279573433955136e+02,7.556931585106049787e-02
1.742475606835833801e-01,-4.374779096255480837e-02,3.507992961272375698e+00,2.890724527691648227e-01,8.198147089082785897e+02,7.278311216947241404e-03,1.151817486023976926e+03,2.837151576471764929e+04,2.336990746443589444e+02,7.603787675845061211e-02
1.755915880540738772e-01,-4.413688396321162333e-02,3.509559828002250637e+00,2.889396778443437674e-01,8.199636066683918898e+02,6.957771199814028786e-03,1.151207301292953616e+03,2.829315544781026983e+04,2.336371644461010533e+02,7.586805671618454538e-02
1.770605113190567292e-01,-4.456243299802434971e-02,3.509712162004074543e+00,2.889267757960150007e-01,8.199780765030683369e+02,6.912910965137747908e-03,1.151147997836576451e+03,2.828554899787641625e+04,2.336311465595669290e+02,7.585156745975393799e-02
1.786101917340102152e-01,-4.501143116915912179e-02,3.508999516620190384e+00,2.889871439221730620e-01,8.199103744379984846e+02,7.036610640152799259e-03,1.151425460311243114e+03,2.832115144914148914e+04,2.336593010499250340e+02,7.592873911323301528e-02
1.802155887396049982e-01,-4.547646223585964653e-02,3.507690275976754979e+00,2.890981163333097292e-01,8.197859313883338928e+02,7.276651660392156190e-03,1.151935403853055050e+03,2.838667905678014722e+04,2.337110368617296103e+02,7.607072779003237750e-02
1.818719270891781536e-01,-4.595601763532973505e-02,3.506239801772800924e+00,2.892211608770709486e-01,8.196479675736221679e+02,7.544328858420503402e-03,1.152500662399235580e+03,2.845945780053202543e+04,2.337683712218421306e+02,7.622835502923777651e-02
1.835779852636112153e-01,-4.644970086355970640e-02,3.504721214647313676e+00,2.893500974455717745e-01,8.195034162734908705e+02,7.825405016389173560e-03,1.153092808807110259e+03,2.853586013859946252e+04,2.338284177493299012e+02,7.639374733071963020e-02
1.853354679975765806e-01,-4.695797509263399672e-02,3.503169402182853442e+00,2.894819756323091520e-01,8.193555872121376069e+02,8.113085073663138871e-03,1.153698274364604003e+03,2.861415235728767584e+04,2.338897989636443242e+02,7.656314276879477854e-02
1.871464658052016117e-01,-4.748142044960966535e-02,3.501584639127643506e+00,2.896167800630372047e-01,8.192044990160087536e+02,8.407324525736144596e-03,1.154316975538386032e+03,2.869433535611873958e+04,2.339525053491491917e+02,7.673653713920616792e-02
1.890133942608323570e-01,-4.802070932716341611e-02,3.499967974369154966e+00,2.897544295187895469e-01,8.190502441193386858e+02,8.707927667734897612e-03,1.154948526535840529e+03,2.877637091884317852e+04,2.340164967557930140e+02,7.691384160110029122e-02
1.909388327284874676e-01,-4.857655973311863357e-02,3.498318305127257943e+00,2.898950260883419450e-01,8.188927095615862299e+02,9.015119449175148722e-03,1.155593382383373637e+03,2.886033024916454815e+04,2.340818182157376839e+02,7.709520367997865775e-02
1.929255563489047920e-01,-4.914974386361491837e-02,3.496634851661763577e+00,2.900386448447430654e-01,8.187318127482701584e+02,9.329062251810479531e-03,1.156251873329162436e+03,2.894626909436149799e+04,2.341485020545312921e+02,7.728073708736045433e-02
1.949765449697086761e-01,-4.974109052013034327e-02,3.494916599259966450e+00,2.901853814032777645e-01,8.185674481645856986e+02,9.649965005783623512e-03,1.156924422965256781e+03,2.903425615032294809e+04,2.342165899861283549e+02,7.747058307361827378e-02
1.970950078218156598e-01,-5.035149191523630163e-02,3.493162499975499546e+00,2.903353347876811430e-01,8.183995065844529790e+02,9.978043808597385905e-03,1.157611469541469205e+03,2.912436290838378409e+04,2.342861251345144069e+02,7.766488844635043021e-02
1.992844084076506872e-01,-5.098191054715756759e-02,3.491371400521318336e+00,2.904886136407365815e-01,8.182278681238734634e+02,1.031353610101329310e-02,1.158313494340632133e+03,2.921666744985973492e+04,2.343571548995615217e+02,7.786381371270884033e-02
2.015484938357108846e-01,-5.163338729449984399e-02,3.489542049357347686e+00,2.906453356888675232e-01,8.180524028537688537e+02,1.065669936005440334e-02,1.159031019106249460e+03,2.931125421729957452e+04,2.344297306875627669e+02,7.806753252742210103e-02
2.038928288995477123e-01,-5.230748214012048702e-02,3.487648632984400088e+00,2.908077271532726882e-01,8.178706209211369469e+02,1.101261206821715910e-02,1.159774212110944973e+03,2.940948550178285586e+04,2.345048790712843925e+02,7.827896754176316696e-02
2.063187895141664896e-01,-5.300453949867891396e-02,3.485737751142778951e+00,2.909718034506010853e-01,8.176869848672678245e+02,1.137214525925451906e-02,1.160524817760474434e+03,2.950896650456370844e+04,2.345807525535144009e+02,7.849295462201799634e-02
2.088326202605861881e-01,-5.372631292181914708e-02,3.483785356581634574e+00,2.911396384464690623e-01,8.174991752687892586e+02,1.174003037056781280e-02,1.161292308279224471e+03,2.961096643606179350e+04,2.346583074426081623e+02,7.871221654809741619e-02
2.114398259093706323e-01,-5.447433169688439131e-02,3.481788106166507912e+00,2.913115329269296838e-01,8.173068579650929451e+02,1.211693951091553402e-02,1.162078036995119191e+03,2.971568530462921626e+04,2.347376787569528744e+02,7.893717268840749757e-02
2.141461838133095763e-01,-5.525019721116780635e-02,3.479743314985980440e+00,2.914877326492030241e-01,8.171097606590000169e+02,1.250341745627492340e-02,1.162883103003427095e+03,2.982329169372211618e+04,2.348189756238649295e+02,7.916817360856225061e-02
2.169580689488363745e-01,-5.605567570358239299e-02,3.477649629887526128e+00,2.916683699267214602e-01,8.169077381982810948e+02,1.289976671212946652e-02,1.163708084849723491e+03,2.993388663733317662e+04,2.349022544357643199e+02,7.940542378277559710e-02
2.198825775064634225e-01,-5.689273316100900563e-02,3.475507722085333651e+00,2.918534030932354306e-01,8.167008401464235021e+02,1.330767378435809833e-02,1.164552765292462027e+03,3.004746560300446799e+04,2.349874911675915143e+02,7.964890060139258321e-02
