x,y,s,p,T,M,A,a,V,rho
-3.193290231344445007e-02,2.554839829148556826e-02,7.326719826332167389e-03,2.867303469608909450e+06,2.788999377862541223e+03,3.584766955363685725e-01,1.348398238279688950e-03,3.636548363632239784e+02,1.303617840553073677e+02,3.173630437660457382e+00
-3.189367566096296819e-02,2.555396205386558858e-02,7.366339085748823366e-03,2.866827049282916356e+06,2.788910586063583196e+03,3.588569394455685679e-01,1.347171878374730028e-03,3.636490475802689275e+02,1.304979842469512619e+02,3.173204142710437825e+00
-3.185444900848148631e-02,2.555938670454300371e-02,7.405939049131065807e-03,2.866360934279931244e+06,2.788823703351550193e+03,3.592286416399235183e-01,1.345975806891146903e-03,3.636433831710706386e+02,1.306311185778899358e+02,3.172787055698548908e+00
-3.181522235600000442e-02,2.556466481204389476e-02,7.445519204306278761e-03,2.865905872133344878e+06,2.788738869846056787e+03,3.595912284844215434e-01,1.344811668762428475e-03,3.636378522768962966e+02,1.307609820236857558e+02,3.172379846419482785e+00
-3.177599570351852254e-02,2.556978894489433246e-02,7.485079120918575885e-03,2.865462616304386407e+06,2.788656226825580234e+03,3.599441229359298666e-01,1.343681109466112822e-03,3.636324641149846002e+02,1.308873683668991248e+02,3.171983190033425881e+00
-3.173676905103704066e-02,2.557475167162039792e-02,7.524618454770584317e-03,2.865031925634868909e+06,2.788575916621604847e+03,3.602867448687114282e-01,1.342585774959290839e-03,3.636272279716149569e+02,1.310100703115259932e+02,3.171597766571982557e+00
-3.169754239855555877e-02,2.557954556074816879e-02,7.564136952184735523e-03,2.864614563758261967e+06,2.788498082504571357e+03,3.606185114233462219e-01,1.341527311610921655e-03,3.636221531946389405e+02,1.311288796056026627e+02,3.171224260406320106e+00
-3.165831574607407689e-02,2.558416318080372273e-02,7.603634454382727365e-03,2.864211298468824010e+06,2.788422868561553514e+03,3.609388373791848625e-01,1.340507366130955095e-03,3.636172491854684949e+02,1.312435871720203409e+02,3.170863359677275284e+00
-3.161908909359259501e-02,2.558859710031314086e-02,7.643110901881444361e-03,2.863822901048674714e+06,2.788350419565651009e+03,3.612471355503636405e-01,1.339527585496281528e-03,3.636125253905212844e+02,1.313539832475596825e+02,3.170515755687318027e+00
-3.157986244111111312e-02,2.559283988780248695e-02,7.682566338903263140e-03,2.863450145552812610e+06,2.788280880837088716e+03,3.615428172053990474e-01,1.338589616873466859e-03,3.636079912921209711e+02,1.314598575301496339e+02,3.170182142254373669e+00
-3.154063578862963124e-02,2.559688411179784212e-02,7.722000917798283251e-03,2.863093808052246924e+06,2.788214398096059540e+03,3.618252925102474760e-01,1.337695107538340285e-03,3.636036563988564012e+02,1.315609993343117310e+02,3.169863215027654668e+00
-3.150140913614814936e-02,2.560072234082528403e-02,7.761414903475578539e-03,2.862754665835510474e+06,2.788151117307360437e+03,3.620939709947093021e-01,1.336845704792346797e-03,3.635995302354020282e+02,1.316571977547475853e+02,3.169559670765743853e+00
-3.146218248366666748e-02,2.560434714341089379e-02,7.800808677840160091e-03,2.862433496569049079e+06,2.788091184516923477e+03,3.623482620419118394e-01,1.336043055875754627e-03,3.635956223318060552e+02,1.317482418379772753e+02,3.169272206577383511e+00
-3.142295583118518559e-02,2.560775108808074560e-02,7.840182744231864731e-03,2.862131077417053748e+06,2.788034745680354717e+03,3.625875754005828400e-01,1.335288807877651291e-03,3.635919422122548212e+02,1.318339207619303011e+02,3.169001519125480559e+00
-3.138372917870370371e-02,2.561092674336091363e-02,7.879537731861915514e-03,2.861848184121595230e+06,2.787981946483651882e+03,3.628113217196963780e-01,1.334584607642752075e-03,3.635884993833238354e+02,1.319140240233447230e+02,3.168748303795121846e+00
-3.134450252622222877e-02,2.561386667777747553e-02,7.918874400242399345e-03,2.861585590043983888e+06,2.787932932156296829e+03,3.630189131050116091e-01,1.333932101675035491e-03,3.635853033217280199e+02,1.319883416328096644e+02,3.168513253826428677e+00
-3.130527587374073994e-02,2.561656345985650896e-02,7.958193643603447137e-03,2.861344065168561880e+06,2.787887847276956563e+03,3.632097636969155996e-01,1.333332936038180349e-03,3.635823634615877040e+02,1.320566643172493571e+02,3.168297059413370587e+00
-3.126604922125926500e-02,2.561900965812408462e-02,7.997496495292182039e-03,2.861124375070228241e+06,2.787846835572065629e+03,3.633832902688997057e-01,1.332788756252819163e-03,3.635796891812275931e+02,1.321187837296183716e+02,3.168100406769713384e+00
-3.122682256877777965e-02,2.562119784110630100e-02,8.036784132147391929e-03,2.860927279847306665e+06,2.787810039707618216e+03,3.635389128458945684e-01,1.332301207190595121e-03,3.635772897895300275e+02,1.321744926655425161e+02,3.167923977163576321e+00
-3.118759591629629777e-02,2.562312057732920451e-02,8.076057878842681989e-03,2.860753533021491021e+06,2.787777601074514678e+03,3.636760553415824826e-01,1.331871932965049713e-03,3.635751745118660097e+02,1.322235852866028836e+02,3.167768445922193088e+00
-3.114836926381481935e-02,2.562477043531889015e-02,8.115319212191014070e-03,2.860603880406789947e+06,2.787749659567868548e+03,3.637941462137226911e-01,1.331502576819306978e-03,3.635733524756307133e+02,1.322658573499329293e+02,3.167634481408624580e+00
-3.110914261133333747e-02,2.562613998360143905e-02,8.154569765402417195e-03,2.860479058949714527e+06,2.787726353360718349e+03,3.638926191364041940e-01,1.331194781010575394e-03,3.635718326954115582e+02,1.323011064437558559e+02,3.167522743972478239e+00
-3.106991595885185559e-02,2.562722179070290804e-02,8.193811332286370791e-03,2.860379795543000568e+06,2.787707818672620306e+03,3.639709136880523443e-01,1.330950186691460700e-03,3.635706240578218171e+02,1.323291322284607929e+02,3.167433884876733163e+00
-3.103068930637037370e-02,2.562800842514938865e-02,8.233045871389760295e-03,2.860306805815519765e+06,2.787694189533663575e+03,3.640284760538979869e-01,1.330770433788099625e-03,3.635697353060346018e+02,1.323497366827748465e+02,3.167368545203099739e+00
-3.099146265388889182e-02,2.562849245546695159e-02,8.272275510060683734e-03,2.860260792901086621e+06,2.787685597544456414e+03,3.640647597415358483e-01,1.330657160875091958e-03,3.635691750240530382e+02,1.323627243545602710e+02,3.167327354738382450e+00
-3.095223600140740994e-02,2.562866645018169187e-02,8.311502548427909115e-03,2.860242446189239621e+06,2.787682171632713107e+03,3.640792263080767643e-01,1.330612005047259383e-03,3.635689516207593215e+02,1.323679026157246597e+02,3.167310930844671635e+00
-3.091300934892592805e-02,2.562852297781965591e-02,8.350729463285206516e-03,2.860252440061102156e+06,2.787684037807081495e+03,3.640713460973175053e-01,1.330636601788202662e-03,3.635690733137829511e+02,1.323650819207032612e+02,3.167319877316198351e+00
-3.087378269644444617e-02,2.562805460690693524e-02,8.389958911869336428e-03,2.860291432613710873e+06,2.787691318908889571e+03,3.640405989852403268e-01,1.330732584835688827e-03,3.635695481132352143e+02,1.323540760679352957e+02,3.167354783225952986e+00
-3.083455604396296429e-02,2.562725390596961098e-02,8.429193735519939848e-03,2.860360064376433380e+06,2.787704134362563309e+03,3.639864751320801561e-01,1.330901586043830654e-03,3.635703838053570394e+02,1.323347024637294282e+02,3.167416221765377848e+00
-3.079532939148148241e-02,2.562611344353375037e-02,8.468436963209192286e-03,2.860458957023092080e+06,2.787722599925442410e+03,3.639084757390921299e-01,1.331145235242093758e-03,3.635715879361295038e+02,1.323067823878781724e+02,3.167504749080442661e+00
-3.075610273900000052e-02,2.562462578812544148e-02,8.507691814928651855e-03,2.860588712083796505e+06,2.787746827437811589e+03,3.638061138080734835e-01,1.331465160091110283e-03,3.635731677949013374e+02,1.322701412603536824e+02,3.167620903107763564e+00
-3.071687608651851864e-02,2.562278350827074808e-02,8.546961704920424605e-03,2.860749909660451580e+06,2.787776924573955057e+03,3.636789149016290690e-01,1.331862985935309152e-03,3.635751303980845250e+02,1.322246089083936624e+02,3.167765202414376979e+00
-3.067764943403703676e-02,2.562057917249576516e-02,8.586250244739457999e-03,2.860943107150120195e+06,2.787812994595082728e+03,3.635264179020791797e-01,1.332340335652354218e-03,3.635774824729761576e+02,1.321700198332569869e+02,3.167938145045013254e+00
-3.063842278155555834e-02,2.561800534932655304e-02,8.625561246133584339e-03,2.861168837980590295e+06,2.787855136105007205e+03,3.633481757668575729e-01,1.332898829499389428e-03,3.635802304417628079e+02,1.321062134759082198e+02,3.168140207380807816e+00
-3.059919612907407646e-02,2.561505460728918937e-02,8.664898723727781568e-03,2.861427610362463165e+06,2.787903442809449643e+03,3.631437562781865691e-01,1.333540084956114872e-03,3.635833804057662633e+02,1.320330344808707821e+02,3.168371843013426226e+00
-3.055996947659259458e-02,2.561171951490974485e-02,8.704266897499019981e-03,2.861719906062290072e+06,2.787958003279883087e+03,3.629127427847712029e-01,1.334265716564660750e-03,3.635869381299895622e+02,1.319503329574714314e+02,3.168633481638702509e+00
-3.052074282411111270e-02,2.560799264071431797e-02,8.743670195028179631e-03,2.862046179201283958e+06,2.788018900722835042e+03,3.626547349332154280e-01,1.335077335766267272e-03,3.635909090280247824e+02,1.318579647376851653e+02,3.168925527973943002e+00
-3.048151617162963428e-02,2.560386655322897942e-02,8.783113253515564822e-03,2.862406855084173847e+06,2.788086212755562428e+03,3.623693493868285764e-01,1.335976550734807155e-03,3.635952981473815839e+02,1.317557916297766099e+02,3.169248360703046163e+00
-3.044228951914815240e-02,2.559933382097979299e-02,8.822600921546809236e-03,2.862802329062805511e+06,2.788160011189020224e+03,3.620562205294947100e-01,1.336964966207073932e-03,3.636001101552985233e+02,1.316436816669353220e+02,3.169602331453637678e+00
-3.040306286666667052e-02,2.559438701249283979e-02,8.862138260596239339e-03,2.863232965439076535e+06,2.788240361819052850e+03,3.617150011522275999e-01,1.338044183309936930e-03,3.636053493250968245e+02,1.315215093500835053e+02,3.169987763810399262e+00
-3.036383621418518863e-02,2.558901869629420095e-02,8.901730546255336163e-03,2.863699096411787905e+06,2.788327324226709607e+03,3.613453631200924110e-01,1.339215799384256642e-03,3.636110195231368039e+02,1.313891558840548726e+02,3.170404952368750529e+00
-3.032460956170370675e-02,2.558322144090995412e-02,8.941383269174362283e-03,2.864201021071852650e+06,2.788420951588579101e+03,3.609469980171453596e-01,1.340481407805658304e-03,3.636171241964348155e+02,1.312465094063306594e+02,3.170854161832936224e+00
-3.028538290922222487e-02,2.557698781486617001e-02,8.981102135705982398e-03,2.864739004450368695e+06,2.788521290498025792e+03,3.605196177670957902e-01,1.341842597802078664e-03,3.636236663609999482e+02,1.310934652075376619e+02,3.171335626162595567e+00
-3.024615625674074298e-02,2.557031038668892975e-02,9.020893068240483023e-03,2.865313276623810641e+06,2.788628380798173566e+03,3.600629552274247636e-01,1.343300954268159247e-03,3.636306485909444177e+02,1.309299259429206472e+02,3.171849547771683042e+00
-3.020692960425926110e-02,2.556318172490431098e-02,9.060762205223147486e-03,2.865924031880532391e+06,2.788742255427455348e+03,3.595767647547523649e-01,1.344858057576418233e-03,3.636380730084226798e+02,1.307558018340210708e+02,3.172396096783535402e+00
-3.016770295177777922e-02,2.555559439803838789e-02,9.100715900845371062e-03,2.866571427952617407e+06,2.788862940278519090e+03,3.590608227393016216e-01,1.346515483385270131e-03,3.636459412744504220e+02,1.305710108598119348e+02,3.172975410345737934e+00
-3.012847629929629734e-02,2.554754097461723120e-02,9.140760724402272053e-03,2.867255585316914134e+06,2.788990454071227305e+03,3.585149281063924609e-01,1.348274802443835121e-03,3.636542545806514681e+02,1.303754789365659974e+02,3.173587592008256131e+00
-3.008924964681481545e-02,2.553901402316693242e-02,9.180903459310829628e-03,2.867976586568838451e+06,2.789124808240447692e+03,3.579389027829855685e-01,1.350137580393559120e-03,3.636630136419786936e+02,1.301691400857637575e+02,3.174232711168061272e+00
-3.005002299433333357e-02,2.553000611221355881e-02,9.221151101783984366e-03,2.868734475872403942e+06,2.789266006839282909e+03,3.573325921273853845e-01,1.352105377566661026e-03,3.636722186904514160e+02,1.299519365893763734e+02,3.174910802583362113e+00
-3.001079634185185169e-02,2.552050981028318802e-02,9.261510859157582459e-03,2.869529258489552420e+06,2.789414046458324719e+03,3.566958653203343155e-01,1.354179748781388949e-03,3.636818694699467187e+02,1.297238191318995177e+02,3.175621865960205792e+00
-2.997156968937036980e-02,2.551051768590189769e-02,9.301990147868652650e-03,2.870360900391655043e+06,2.789568916161462766e+03,3.560286157158552012e-01,1.356362243134072399e-03,3.636919652320800083e+02,1.294847469285563761e+02,3.176365865614004580e+00
-2.993234303688889139e-02,2.550002230759575855e-02,9.342596591085113034e-03,2.871229327955728397e+06,2.789730597438707264e+03,3.553307611503090380e-01,1.358654403788011646e-03,3.637025047332039662e+02,1.292346878391232394e+02,3.177142730208256882e+00
-2.989311638440740951e-02,2.548901624389085172e-02,9.383338015988758676e-03,2.872134427747623529e+06,2.789899064176432603e+03,3.546022442082981674e-01,1.361057767759162821e-03,3.637134862325531230e+02,1.289736184668873022e+02,3.177952352572471995e+00
-2.985388973192592763e-02,2.547749206331327218e-02,9.424222450715041138e-03,2.873076046394011937e+06,2.790074282645348831e+03,3.538430324441919628e-01,1.363573865698639595e-03,3.637249074915528126e+02,1.287015242422942549e+02,3.178794589600880904e+00
-2.981466307944444574e-02,2.546544233438905597e-02,9.465258120955090393e-03,2.874053990544791799e+06,2.790256211506467480e+03,3.530531185581933795e-01,1.366204221672030327e-03,3.637367657743102995e+02,1.284183994908914030e+02,3.179669262233366211e+00
-2.977543642696296733e-02,2.545285962564431542e-02,9.506453446226990900e-03,2.875068026926984079e+06,2.790444801835215003e+03,3.522325205260443681e-01,1.368950352935527446e-03,3.637490578492976283e+02,1.281242474852320186e+02,3.180576155519499792e+00
-2.973620977448148545e-02,2.543973650560511779e-02,9.547817035825406987e-03,2.876117882491015829e+06,2.790639997163812950e+03,3.513812816816428430e-01,1.371813769708857137e-03,3.637617799922329596e+02,1.278190804804665959e+02,3.181515018766448932e+00
-2.969698312200000356e-02,2.542606554279752684e-02,9.589357684460082104e-03,2.877203244649706874e+06,2.790841733541909434e+03,3.504994707519887842e-01,1.374795974945048141e-03,3.637749279901598243e+02,1.275029197333938527e+02,3.182485565770949876e+00
-2.965775646951852168e-02,2.541183930574764105e-02,9.631084367595726253e-03,2.878323761610034388e+06,2.791049939615422318e+03,3.495871818441050882e-01,1.377898464096983296e-03,3.637884971467202035e+02,1.271757955048241797e+02,3.183487475135353240e+00
-2.961852981703703980e-02,2.539705036298151725e-02,9.673006236507341107e-03,2.879479042797264177e+06,2.791264536723423589e+03,3.486445343837052957e-01,1.381122724880783689e-03,3.638024822886102356e+02,1.268377470451487028e+02,3.184520390667272771e+00
-2.957930316455555791e-02,2.538169128302523656e-02,9.715132613066527686e-03,2.880668659370677546e+06,2.791485439012854840e+03,3.476716730056109150e-01,1.384470237035995708e-03,3.638168777732041121e+02,1.264888225630877372e+02,3.185583921862070511e+00
-2.954007651207407603e-02,2.536575463440488704e-02,9.757472984275946878e-03,2.881892144829729572e+06,2.791712553570750515e+03,3.466687673960684446e-01,1.387942472082595103e-03,3.638316774973247902e+02,1.261290791776414721e+02,3.186677644467021508e+00
-2.950084985959259415e-02,2.534923298564653940e-02,9.800036996570338221e-03,2.883148995709084440e+06,2.791945780573599677e+03,3.456360120873235298e-01,1.391540893074807170e-03,3.638468749071350317e+02,1.257585828533374155e+02,3.187801101125676162e+00
-2.946162320711111227e-02,2.533211890527626783e-02,9.842834449903720140e-03,2.884438672360560857e+06,2.792185013453363808e+03,3.445736262049777232e-01,1.395266954351719437e-03,3.638624630091192103e+02,1.253774083189267827e+02,3.188953802100530144e+00
-2.942239655462963038e-02,2.531440496182013958e-02,9.885875291643511989e-03,2.885760599819694646e+06,2.792430139079635865e+03,3.434818531688262899e-01,1.399122101284739099e-03,3.638784343821189964e+02,1.249856389697413874e+02,3.190135226071852959e+00
-2.938316990214814850e-02,2.529608372380424963e-02,9.929169610293166540e-03,2.887114168754246086e+06,2.792681037957317130e+03,3.423609603480666785e-01,1.403107770021835366e-03,3.638947811903827869e+02,1.245833667539890399e+02,3.191344821010145161e+00
-2.934394324966666662e-02,2.527714775975467565e-02,9.972727629065715124e-03,2.888498736491626594e+06,2.792937584439155671e+03,3.412112386719143298e-01,1.407225387228609650e-03,3.639114951975848840e+02,1.241706920433163361e+02,3.192582005119406929e+00
-2.930471659718518473e-02,2.525758985341639701e-02,1.001655960329959905e-02,2.889913612609247211e+06,2.793199644079751124e+03,3.400330151334313711e-01,1.411476322977193000e-03,3.639285675946249512e+02,1.237477281323911029e+02,3.193846153988657122e+00
-2.926548994470370632e-02,2.523741059666790784e-02,1.006067233012331898e-02,2.891357519765366800e+06,2.793466973860437065e+03,3.388271044553845535e-01,1.415860238661905465e-03,3.639459825002620619e+02,1.233147634287338548e+02,3.195136118961636740e+00
-2.922626329222222444e-02,2.521662041265954404e-02,1.010506784809534625e-02,2.892828484125962481e+06,2.793739202149341054e+03,3.375949086334505966e-01,1.420374651512621052e-03,3.639637156575397512e+02,1.228722973332983202e+02,3.196450129528086492e+00
-2.918703663974074256e-02,2.519523035113363507e-02,1.014974742952786529e-02,2.894324519042098429e+06,2.794015955437112552e+03,3.363378512844382717e-01,1.425016941057321348e-03,3.639817426910584004e+02,1.224208372434758729e+02,3.197786404291137696e+00
-2.914780998725926067e-02,2.517325146183250345e-02,1.019471188037310988e-02,2.895843673827315215e+06,2.794296867385321093e+03,3.350573377436822375e-01,1.429784485976061826e-03,3.640000396965557456e+02,1.219608842393226240e+02,3.199143194564785464e+00
-2.910858333477777879e-02,2.515069479449845782e-02,1.023996155999763041e-02,2.897384036585231312e+06,2.794581579358377894e+03,3.337547532813519569e-01,1.434674664480227717e-03,3.640185832756188802e+02,1.214929324509814563e+02,3.200518786910047986e+00
-2.906935668229630038e-02,2.512757139887382071e-02,1.028549640039612238e-02,2.898943736750223674e+06,2.794869740898438977e+03,3.324314614693694714e-01,1.439684854684713296e-03,3.640373505666520941e+02,1.210174684783093539e+02,3.201911505410367731e+00
-2.903013002981481849e-02,2.510389232470090076e-02,1.033131592482173892e-02,2.900520947348137386e+06,2.795161010144824104e+03,3.310888026960926989e-01,1.444812434973065125e-03,3.640563192722013355e+02,1.205349708617795983e+02,3.203319713692730275e+00
-2.899090337733333661e-02,2.507966862172202743e-02,1.037741926581685174e-02,2.902113886985200457e+06,2.795455054199727783e+03,3.297280928251394294e-01,1.450054784355563672e-03,3.640754676827543221e+02,1.200459096034552715e+02,3.204741816702114665e+00
-2.895167672485185473e-02,2.505491133967950937e-02,1.042380518263473672e-02,2.903720821572727524e+06,2.795751549441899897e+03,3.283506219957121330e-01,1.455409282820260657e-03,3.640947746971265246e+02,1.195507457371901694e+02,3.206176262236344332e+00
-2.891245007237037284e-02,2.502963152831566215e-02,1.047047207804780930e-02,2.905340065801292658e+06,2.796050181791103114e+03,3.269576535567654818e-01,1.460873311676960619e-03,3.641142198396187837e+02,1.190499309454140189e+02,3.207621542253868085e+00
-2.887322341988889096e-02,2.500384023737281178e-02,1.051741801454290741e-02,2.906969984369887039e+06,2.796350646924648117e+03,3.255504231346322830e-01,1.466444253894153005e-03,3.641337832740335330e+02,1.185439072224761077e+02,3.209076193959720325e+00
-2.883399676740740908e-02,2.497754851659326342e-02,1.056464072990800224e-02,2.908608992985054851e+06,2.796652650449055272e+03,3.241301378257281374e-01,1.472119494428890873e-03,3.641534458147501709e+02,1.180331065816487950e+02,3.210538800683362393e+00
-2.879477011492592720e-02,2.495076741571933959e-02,1.061213765221800248e-02,2.910255559140106663e+06,2.796955908028990052e+03,3.226979755103178693e-01,1.477896420549617510e-03,3.641731889350015763e+02,1.175179508044615062e+02,3.212007992557727398e+00
-2.875554346244444531e-02,2.492350798449335589e-02,1.065990591423021140e-02,2.911908202686593868e+06,2.797260145475991976e+03,3.212550842815994900e-01,1.483772422151946819e-03,3.641929947725182046e+02,1.169988512304134645e+02,3.213482447010670207e+00
-2.871631680996296343e-02,2.489578127265763483e-02,1.070794236720213830e-02,2.913565496210200712e+06,2.797565098799500447e+03,3.198025819844257378e-01,1.489744892067383381e-03,3.642128461327049536e+02,1.164762085851354101e+02,3.214960889079951478e+00
-2.867709015748148155e-02,2.486759832995449893e-02,1.075624359414629853e-02,2.915226065223210491e+06,2.797870514222684506e+03,3.183415558579046345e-01,1.495811226364991958e-03,3.642327264895155281e+02,1.159504128450390112e+02,3.216442091562920602e+00
-2.863786350499999966e-02,2.483897020612624990e-02,1.080480592253805182e-02,2.916888588185936678e+06,2.798176148165593531e+03,3.168730622760562721e-01,1.501968824646032459e-03,3.642526199841906873e+02,1.154218431364671176e+02,3.217924875012204922e+00
-2.859863685251851778e-02,2.480990795091520679e-02,1.085362543649358823e-02,2.918551796369135380e+06,2.798481767198084526e+03,3.153981265807161427e-01,1.508215090331518557e-03,3.642725114220218643e+02,1.148908676673582221e+02,3.219408107588419110e+00
-2.855941020003703937e-02,2.478042261406369212e-02,1.090269798843609451e-02,2.920214473569479771e+06,2.798787147964965698e+03,3.139177430008923131e-01,1.514547430942728102e-03,3.642923862673005715e+02,1.143578436894402586e+02,3.220890704780906333e+00
-2.852018354755555749e-02,2.475052524531402842e-02,1.095201921026865179e-02,2.921875455689927563e+06,2.799092077085741948e+03,3.124328746528399203e-01,1.520963258374692260e-03,3.643122306366107068e+02,1.138231174889847068e+02,3.222371629007306115e+00
-2.848095689507407560e-02,2.472022689440852086e-02,1.100158452407272447e-02,2.923533630196379498e+06,2.799396351031249196e+03,3.109444536152412009e-01,1.527459989162588318e-03,3.643320312906138838e+02,1.132870244041908876e+02,3.223849889102336164e+00
-2.844173024259259372e-02,2.468953861108948503e-02,1.105138915235135376e-02,2.925187935461950954e+06,2.799699775979440801e+03,3.094533810739507618e-01,1.534035044741116844e-03,3.643517756244767156e+02,1.127498888672918014e+02,3.225324539706090565e+00
-2.840250359011111531e-02,2.465847144509926078e-02,1.110142812783613750e-02,2.926837360009531956e+06,2.800002167652444768e+03,3.079605275309473256e-01,1.540685851696800080e-03,3.643714516570792625e+02,1.122120244695312010e+02,3.226794680561559492e+00
-2.836327693762963342e-02,2.462703644618013943e-02,1.115169630287709233e-02,2.928480941663191654e+06,2.800303351136988113e+03,3.064667330722583571e-01,1.547409842013253850e-03,3.643910480191419765e+02,1.116737340472028563e+02,3.228259455730952965e+00
-2.832405028514815154e-02,2.459524466407445042e-02,1.120218835843396661e-02,2.930117766618275549e+06,2.800603160690123786e+03,3.049728076898217122e-01,1.554204453309391762e-03,3.644105539403980174e+02,1.111353097870064062e+02,3.229718052739769973e+00
-2.828482363266666966e-02,2.456310714852449895e-02,1.125289881268776160e-02,2.931746968439792283e+06,2.800901439532146469e+03,3.034795316524200315e-01,1.561067129070576242e-03,3.644299592359354847e+02,1.105970333490322304e+02,3.231169701657308213e+00
-2.824559698018518777e-02,2.453063494927262139e-02,1.130382202929037377e-02,2.933367726998174563e+06,2.801198039628467995e+03,3.019876559210170064e-01,1.567995318872729849e-03,3.644492542918243316e+02,1.100591760057506718e+02,3.232613674121823433e+00
-2.820637032770370589e-02,2.449783911606112294e-02,1.135495222527023798e-02,2.934979267350900453e+06,2.801492821462108623e+03,3.004979026040432433e-01,1.574986478599383222e-03,3.644684300501376129e+02,1.095219987954548060e+02,3.234049282318032681e+00
-2.816714367522222401e-02,2.446473069863231570e-02,1.140628347861109317e-02,2.936580858578180894e+06,2.801785653798382555e+03,2.990109654483640855e-01,1.582038070651683309e-03,3.644874779934694402e+02,1.089857526886666506e+02,3.235475877914354648e+00
-2.812791702274074213e-02,2.443132074672853260e-02,1.145780973552071140e-02,2.938171812580209225e+06,2.802076413443225647e+03,2.975275103619001715e-01,1.589147564151335628e-03,3.645063901290455419e+02,1.084506787660984202e+02,3.236892850966654134e+00
-2.808869037025926024e-02,2.439762031009207535e-02,1.150952481740589138e-02,2.939751482843235601e+06,2.802364984996556359e+03,2.960481759640566368e-01,1.596312435136504641e-03,3.645251589725157260e+02,1.079170084068210542e+02,3.238299628795036522e+00
-2.804946371777777836e-02,2.436364043846526647e-02,1.156142242756934106e-02,2.941319263180959970e+06,2.802651260601901868e+03,2.945735741603499602e-01,1.603530166750666590e-03,3.645437775315106705e+02,1.073849634853725803e+02,3.239695674839527584e+00
-2.801023706529629648e-02,2.432939218159042502e-02,1.161349615764380519e-02,2.942874586457561236e+06,2.802935139693491237e+03,2.931042907378276774e-01,1.610798249424390954e-03,3.645622392890396668e+02,1.068547565766081817e+02,3.241080487500317631e+00
-2.797101041281481459e-02,2.429488658920986310e-02,1.166573949377805799e-02,2.944416923297983594e+06,2.803216528741869752e+03,2.916408859780682539e-01,1.618114181050100400e-03,3.645805381867996857e+02,1.063265911671592079e+02,3.242453598967619310e+00
-2.793178376033333271e-02,2.426013471106591018e-02,1.171814582258894760e-02,2.945945780790793709e+06,2.803495340999028485e+03,2.901838952847889397e-01,1.625475467149746760e-03,3.645986686084593202e+02,1.058006618724506183e+02,3.243814574045888577e+00
-2.789255710785185083e-02,2.422514759690086797e-02,1.177070843689322945e-02,2.947460701188481413e+06,2.803771496243956335e+03,2.887338298232438594e-01,1.632879621035458143e-03,3.646166253629779703e+02,1.052771546582795423e+02,3.245163008976777785e+00
-2.785333045537037241e-02,2.418993629645705551e-02,1.182342054123224420e-02,2.948961260609526187e+06,2.804044920529413048e+03,2.872911771688274052e-01,1.640324163963128310e-03,3.646344036680106910e+02,1.047562470660361953e+02,3.246498530264671611e+00
-2.781410380288889053e-02,2.415451185947680574e-02,1.187627525720225639e-02,2.950447067746399436e+06,2.804315545930681765e+03,2.858564019624659780e-01,1.647806625278955489e-03,3.646519991334495785e+02,1.042381084407081602e+02,3.247820793508533477e+00
-2.777487715040740865e-02,2.411888533570241688e-02,1.192926562860263488e-02,2.951917762582992204e+06,2.804583310296939544e+03,2.844299465705718011e-01,1.655324542558913063e-03,3.646694077451421663e+02,1.037229001608728538e+02,3.249129482243156453e+00
-2.773565049792592677e-02,2.408306777487621148e-02,1.198238462641360545e-02,2.953373015124892816e+06,2.804848157005860230e+03,2.830122317474951799e-01,1.662875461741203072e-03,3.646866258488272479e+02,1.032107758699403632e+02,3.250424306792865980e+00
-2.769642384544444835e-02,2.404707022674051203e-02,1.203562515361502119e-02,2.954812524145323783e+06,2.805110034721949887e+03,2.816036572986047593e-01,1.670456937251620349e-03,3.647036501343200143e+02,1.027018817079753035e+02,3.251705003140166195e+00
-2.765719719296296647e-02,2.401090374103763067e-02,1.208898004985706903e-02,2.956236015949464403e+06,2.805368897159094558e+03,2.802046027422470664e-01,1.678066532121899037e-03,3.647204776199781122e+02,1.021963565434685819e+02,3.252971331811721267e+00
-2.761797054048148459e-02,2.397457936750988644e-02,1.214244209599342657e-02,2.957643243159363978e+06,2.805624702847704157e+03,2.788154279690410742e-01,1.685701818100969734e-03,3.647371056374734053e+02,1.016943322045014924e+02,3.254223076783642199e+00
-2.757874388800000270e-02,2.393810815589959146e-02,1.219600401848717000e-02,2.959033983521514572e+06,2.805877414906806280e+03,2.774364738970483413e-01,1.693360375759205960e-03,3.647535318168912681e+02,1.011959337087731399e+02,3.255460044407862519e+00
-2.753951723551852082e-02,2.390150115594907518e-02,1.224965849369921526e-02,2.960408038738831878e+06,2.806127000821381898e+03,2.760680631215514658e-01,1.701039794585592095e-03,3.647697540721778751e+02,1.007012794920308068e+02,3.256682062361166086e+00
-2.750029058303703894e-02,2.386476941740063584e-02,1.230339815206893221e-02,2.961765233328495175e+06,2.806373432225186207e+03,2.747105005582764492e-01,1.708737673077841612e-03,3.647857705869493543e+02,1.002104816344774605e+02,3.257888978618094011e+00
-2.746106393055555706e-02,2.382792398999660638e-02,1.235721558219606171e-02,2.963105413506956771e+06,2.806616684689256090e+03,2.733640740790128643e-01,1.716451618825473417e-03,3.648015798006770751e+02,9.972364608477320758e+01,3.259080660448897326e+00
