Converging x,Converging y
-1.288468033305343631e-02,1.752685451797979937e-02
-1.288333831864524499e-02,1.752819653238799069e-02
-1.288199630423705194e-02,1.752953854679618201e-02
-1.288065428982886063e-02,1.753088056120437332e-02
-1.287931227542066757e-02,1.753222257561256811e-02
-1.287797026101247626e-02,1.753356459002075943e-02
-1.287662824660428321e-02,1.753490660442895421e-02
-1.287528623219609189e-02,1.753624861883714553e-02
-1.287394421778789884e-02,1.753759063324533685e-02
-1.287260220337970752e-02,1.753893264765352816e-02
-1.287126018897151447e-02,1.754027466206171948e-02
-1.286991817456332315e-02,1.754161667646991080e-02
-1.286857616015513010e-02,1.754295869087810558e-02
-1.286723414574693879e-02,1.754430070528629690e-02
-1.286589213133874574e-02,1.754564271969449168e-02
-1.286455011693055442e-02,1.754698473410268300e-02
-1.286320810252236137e-02,1.754832674851087432e-02
-1.286186608811417005e-02,1.754966876291906563e-02
-1.286052407370597700e-02,1.755101077732725695e-02
-1.285918205929778568e-02,1.755235279173544827e-02
-1.285784004488959263e-02,1.755369480614364305e-02
-1.285649803048139958e-02,1.755503682055183784e-02
-1.285515601607320826e-02,1.755637883496002916e-02
-1.285381400166501521e-02,1.755772084936822047e-02
-1.285247198725682390e-02,1.755906286377641179e-02
-1.285112997284863084e-02,1.756040487818460311e-02
-1.284978795844043953e-02,1.756174689259279442e-02
-1.284844594403224648e-02,1.756308890700098921e-02
-1.284710392962405516e-02,1.756443092140918052e-02
-1.284576191521586211e-02,1.756577293581737531e-02
-1.284441990080767079e-02,1.756711495022556663e-02
-1.284307788639947774e-02,1.756845696463375794e-02
-1.284173587199128642e-02,1.756979897904194926e-02
-1.284039385758309337e-02,1.757114099345014058e-02
-1.283905184317490206e-02,1.757248300785833189e-02
-1.283770982876670901e-02,1.757382502226652668e-02
-1.283636781435851769e-02,1.757516703667471800e-02
-1.283502579995032464e-02,1.757650905108291278e-02
-1.283368378554213332e-02,1.757785106549110410e-02
-1.283234177113394027e-02,1.757919307989929542e-02
-1.283099975672574895e-02,1.758053509430748673e-02
-1.282965774231755590e-02,1.758187710871567805e-02
-1.282831572790936459e-02,1.758321912312386937e-02
-1.282697371350117153e-02,1.758456113753206415e-02
-1.282563169909298022e-02,1.758590315194025547e-02
-1.282428968468478717e-02,1.758724516634845025e-02
-1.282294767027659585e-02,1.758858718075664157e-02
-1.282160565586840280e-02,1.758992919516483289e-02
-1.282026364146021148e-02,1.759127120957302420e-02
-1.281892162705201843e-02,1.759261322398121552e-02
-1.281757961264382711e-02,1.759395523838940684e-02
-1.281623759823563406e-02,1.759529725279760162e-02
-1.281489558382744101e-02,1.759663926720579641e-02
-1.281355356941924969e-02,1.759798128161398773e-02
-1.281221155501105664e-02,1.759932329602217904e-02
-1.281086954060286533e-02,1.760066531043037036e-02
-1.280952752619467228e-02,1.760200732483856167e-02
-1.280818551178648096e-02,1.760334933924675299e-02
-1.280684349737828791e-02,1.760469135365494778e-02
-1.280550148297009659e-02,1.760603336806313909e-02
-1.280415946856190354e-02,1.760737538247133388e-02
-1.280281745415371222e-02,1.760871739687952520e-02
-1.280147543974551917e-02,1.761005941128771651e-02
-1.280013342533732786e-02,1.761140142569590783e-02
-1.279879141092913480e-02,1.761274344010409915e-02
-1.279744939652094349e-02,1.761408545451229046e-02
-1.279610738211275044e-02,1.761542746892048525e-02
